x, y, theta, stamp, 
3.903937339782715, 1.0500246286392212, 0.3959094778799071, 1697809490897777100, 
3.903937339782715, 1.0500246286392212, 0.39590943043980503, 1697809490948799058, 
3.903937339782715, 1.0500246286392212, 0.3959093662363701, 1697809491008393600, 
3.903937339782715, 1.0500246286392212, 0.3959093662363701, 1697809491057713947, 
3.9045042991638184, 1.0500802993774414, 0.40023460107538683, 1697809491107442494, 
3.906668186187744, 1.0511407852172852, 0.41837461014227917, 1697809491153447920, 
3.9098145961761475, 1.052648663520813, 0.4387404350480039, 1697809491197456215, 
3.9145760536193848, 1.054871678352356, 0.4699838235380484, 1697809491247502348, 
3.9202213287353516, 1.057693362236023, 0.5089278420588143, 1697809491298085161, 
3.928579092025757, 1.0624022483825684, 0.5673326387278365, 1697809491358238690, 
3.9365484714508057, 1.067287564277649, 0.6233229720108548, 1697809491407619942, 
3.9451067447662354, 1.0736018419265747, 0.6864944437649144, 1697809491458433296, 
3.954162359237671, 1.081078052520752, 0.7587596278268658, 1697809491507445776, 
3.970543146133423, 1.0975240468978882, 0.9000683638150166, 1697809491598439358, 
3.985844135284424, 1.118645429611206, 1.0558265854533453, 1697809491697581551, 
3.9989805221557617, 1.1442371606826782, 1.2294051952323026, 1697809491807525059, 
4.006784915924072, 1.1700159311294556, 1.3824552296703587, 1697809491907449037, 
4.010206699371338, 1.1941587924957275, 1.5133886351550838, 1697809491998441514, 
4.0104522705078125, 1.2219080924987793, 1.6572891251038848, 1697809492097700939, 
4.006073951721191, 1.2534228563308716, 1.8048433901230416, 1697809492207457656, 
3.998026132583618, 1.2816680669784546, 1.9252485524372673, 1697809492307454038, 
3.986919641494751, 1.308156132698059, 2.0289319682007543, 1697809492403429850, 
3.9735233783721924, 1.3325825929641724, 2.114738948168406, 1697809492492541019, 
3.9537205696105957, 1.3626556396484375, 2.2125570941582904, 1697809492611449425, 
3.9358229637145996, 1.3851675987243652, 2.2801927044117463, 1697809492703480072, 
3.9153594970703125, 1.407524585723877, 2.3498102779660672, 1697809492801446725, 
3.894610643386841, 1.4272416830062866, 2.4072537035024104, 1697809492893499084, 
3.866572141647339, 1.4508998394012451, 2.466332072950676, 1697809493011449476, 
3.84403920173645, 1.4682461023330688, 2.514837339489878, 1697809493102596708, 
3.818793296813965, 1.4858516454696655, 2.563385577206825, 1697809493204444818, 
3.795017719268799, 1.5006473064422607, 2.6054239116856492, 1697809493293701753, 
3.7635273933410645, 1.518139123916626, 2.6644444746299247, 1697809493412440640, 
3.7383201122283936, 1.530653476715088, 2.704931948718105, 1697809493502452146, 
3.7098193168640137, 1.5435585975646973, 2.7509117262026015, 1697809493604432556, 
3.6834912300109863, 1.553924322128296, 2.791632915170394, 1697809493694421547, 
3.649597644805908, 1.5655854940414429, 2.841565820132751, 1697809493810456006, 
3.621539831161499, 1.5739184617996216, 2.8757264588852087, 1697809493907467000, 
3.5940537452697754, 1.581186294555664, 2.908875915491859, 1697809493998453518, 
3.5634281635284424, 1.5880078077316284, 2.944700275305511, 1697809494097883627, 
3.5300698280334473, 1.5941518545150757, 2.97518182151767, 1697809494208356404, 
3.499844789505005, 1.5988179445266724, 2.9996364083074645, 1697809494307479563, 
3.4715514183044434, 1.6023964881896973, 3.0224490024200845, 1697809494397461093, 
3.4408795833587646, 1.6054902076721191, 3.041962402704485, 1697809494497855069, 
3.40738844871521, 1.6084227561950684, 3.0629424987083036, 1697809494607481503, 
3.3764686584472656, 1.6103886365890503, 3.0821938502984954, 1697809494707463628, 
3.348287582397461, 1.611796259880066, 3.097112173865377, 1697809494797455314, 
3.317249298095703, 1.6130735874176025, 3.110526327759275, 1697809494898002965, 
3.2834904193878174, 1.613662600517273, 3.1287491322540992, 1697809495009462889, 
3.252361536026001, 1.6136022806167603, -3.1401743889299896, 1697809495107556866, 
3.224522352218628, 1.6133348941802979, -3.1272974013345434, 1697809495197467390, 
3.193538188934326, 1.612404465675354, -3.1126167750391187, 1697809495297726512, 
3.159656047821045, 1.610917091369629, -3.0970571077899645, 1697809495408572027, 
3.1287574768066406, 1.6090134382247925, -3.0832111859879934, 1697809495507765089, 
3.100712537765503, 1.6071425676345825, -3.0726089514362784, 1697809495598466401, 
3.069692850112915, 1.604538917541504, -3.062328357771563, 1697809495697716062, 
3.0362131595611572, 1.6017093658447266, -3.055387983474778, 1697809495807563441, 
3.005608320236206, 1.5987977981567383, -3.0454402010206714, 1697809495907477965, 
2.978240966796875, 1.5959831476211548, -3.037838686789048, 1697809495998457891, 
2.9474503993988037, 1.5924763679504395, -3.0343701988295475, 1697809496097750994, 
