x, y, theta, stamp, 
-1.9999414595218876, -0.5000009902135437, 1.2105086384715721e-06, 3468910000000, 
-1.9999414678331102, -0.5000009901407654, 1.2114832251050882e-06, 3468944000000, 
-1.9987870523890767, -0.5000010157226417, -3.807962752001745e-05, 3468978000000, 
-1.996476781928055, -0.5000012297441818, -0.00014986662461702083, 3469012000000, 
-1.9930112424579958, -0.5000019433597661, -0.00023526929950580937, 3469046000000, 
-1.988390308318167, -0.5000031176938888, -0.00028747112533258787, 3469080000000, 
-1.982613865092257, -0.5000050252658974, -0.0003631969347461989, 3469114000000, 
-1.9756819260904563, -0.5000078720468263, -0.0004503567512229262, 3469148000000, 
-1.967594537267819, -0.5000117428487992, -0.0005225455175522861, 3469182000000, 
-1.9583516702828743, -0.5000169080175431, -0.000593446545421071, 3469216000000, 
-1.9482516890885244, -0.5000170998550196, 0.001310148503753824, 3469250000000, 
-1.937732735513361, -0.49996638544960426, 0.009764522514177545, 3469284000000, 
-1.9272220734882193, -0.49979831946159287, 0.022161063874850645, 3469318000000, 
-1.916706827893943, -0.49951660259629493, 0.030846154691866523, 3469352000000, 
-1.9061911630063848, -0.49915435739432445, 0.03835260607888008, 3469386000000, 
-1.8956831414082977, -0.4987006678667812, 0.048303353230051756, 3469420000000, 
-1.8851798379344378, -0.49814005941881107, 0.058124374250529603, 3469454000000, 
-1.874675627494295, -0.4974901182719592, 0.06490868018780795, 3469488000000, 
-1.864167451459035, -0.49678783615797606, 0.06802957339589207, 3469522000000, 
-1.8536573949339687, -0.4960641188894398, 0.0696334831628788, 3469556000000, 
-1.843151271584857, -0.4953167891946845, 0.07271441216907248, 3469590000000, 
-1.8326494892731686, -0.4945313622482578, 0.07677644907339487, 3469624000000, 
-1.8221491296508179, -0.4937047305889691, 0.08008698342545847, 3469658000000, 
-1.811646695603715, -0.4928543994304382, 0.08147442419238883, 3469692000000, 
-1.8011468941740032, -0.49198711814582446, 0.08381249413430983, 3469726000000, 
-1.7906543723539694, -0.49108315894846316, 0.08856466039255126, 3469760000000, 
-1.7801682130864387, -0.49012250938566, 0.09416246151936189, 3469794000000, 
-1.7696859415215545, -0.4891068003139513, 0.09924258800645126, 3469828000000, 
-1.759211108515379, -0.48803263792269835, 0.10543256706019939, 3469862000000, 
-1.7382770552195335, -0.48569822537605156, 0.11594448088635503, 3469930000000, 
-1.7173651594876773, -0.48315805700631814, 0.12635103901857936, 3469998000000, 
-1.7069187731212756, -0.4818049400991451, 0.1313595139150038, 3470032000000, 
-1.6964790628599609, -0.4804002009465023, 0.13650990169431512, 3470066000000, 
-1.6860492411088421, -0.478936083078136, 0.1427719649297277, 3470100000000, 
-1.675628694768649, -0.4774055551433301, 0.1490339775187576, 3470134000000, 
-1.665213466948353, -0.4758162066055032, 0.15361349997310697, 3470168000000, 
-1.6443912036150603, -0.47253607701659317, 0.15944445542072966, 3470236000000, 
-1.6339893224921225, -0.4708446479724897, 0.16317346520576545, 3470270000000, 
-1.6235921901191817, -0.46911662951914956, 0.16638536019843866, 3470304000000, 
-1.6028114826988042, -0.46556710334866797, 0.17225370436619747, 3470372000000, 
-1.5924293392400222, -0.4637461915007183, 0.17523514739753687, 3470406000000, 
-1.571681889358452, -0.46001774928479466, 0.18036331963417815, 3470474000000, 
-1.550949607811453, -0.4562083908610789, 0.18310500410025718, 3470542000000, 
-1.540590281547119, -0.454281784092894, 0.18498493720961798, 3470576000000, 
-1.519893109539278, -0.4503535827571553, 0.1906526029735239, 3470644000000, 
-1.5095547140793046, -0.44834444807979973, 0.193315242009986, 3470678000000, 
-1.4992216906192402, -0.4463102974479472, 0.19559403467778158, 3470712000000, 
-1.4888952973005418, -0.44425184741362456, 0.19821473250131158, 3470746000000, 
-1.478575344275343, -0.4421645344110369, 0.20107534743976246, 3470780000000, 
-1.4682603703082409, -0.4400485236207254, 0.2036643202967577, 3470814000000, 
-1.4579501649712947, -0.43790634825763275, 0.20616729409637516, 3470848000000, 
-1.447645396251901, -0.43573753269609533, 0.20881423826207285, 3470882000000, 
-1.437346548262578, -0.4335406705248955, 0.21165477625586526, 3470916000000, 
