p_error, i_error, d_error, stamp, 
3.114974081328141, 0.2886722673432818, -5.867205560775069e-07, 1697809101403389330, 
3.114974091094782, 0.3459446647082331, -3.0263718030498194e-07, 1697809101452252159, 
3.114974174977794, 0.2992199430304775, 6.590739500424103e-07, 1697809101499447893, 
3.1149742072880766, 0.2966286707355206, 8.1668006836735e-07, 1697809101547478845, 
3.1149742072880766, 0.3036170032304999, 2.2423236894925307e-07, 1697809101596918043, 
3.0669337905847605, 0.6427329318444615, -0.1000033406390639, 1697809101757047416, 
3.0362184865471904, 0.6389031459941276, -0.30355928859612574, 1697809101807345306, 
2.9952780845952907, 0.30315434439573086, -0.47159825362582497, 1697809101858258167, 
2.95830137869815, 0.2694805326982437, -0.574800083837952, 1697809101898438301, 
2.9064634128249365, 0.2568986999514276, -0.665185782305, 1697809101946646928, 
2.7747647782293243, 0.41093556580746027, -0.7979120931722467, 169780910246535743, 
2.63526439462163, 0.5049632784719096, -0.9464141845194707, 1697809102138264619, 
2.4468001212067616, 0.515648753040413, -1.0347735816885655, 1697809102257279869, 
2.3061028868186266, 0.48202405603527204, -1.0489107512607743, 1697809102347285673, 
2.153118892942838, 0.4092834313522152, -1.0305918669848484, 1697809102447368504, 
1.9879940867775971, 0.41740811087743357, -1.0104418257935555, 1697809102557250136, 
1.836413748235997, 0.38547253800830183, -1.0060666725897704, 1697809102657273564, 
1.7002073161960416, 0.3231118053072593, -1.0095103202988824, 1697809102747292728, 
1.549864498381166, 0.2944933893195186, -1.0055377678634372, 1697809102847285910, 
1.3852283516795252, 0.2909267153489662, -0.9999492501714764, 1697809102957313491, 
1.2365588078762784, 0.26091612313871965, -0.9895562342509733, 169780910358287701, 
1.1052512331039779, 0.21005407005035834, -0.9821487560052442, 1697809103147364462, 
0.9709977577004087, 0.18353700088782962, -0.9391352088787045, 1697809103247306676, 
0.8275343572801477, 0.17372935047901925, -0.8825320039757422, 1697809103357300580, 
0.708407491094448, 0.1487583587079448, -0.8318674583693412, 1697809103457296492, 
0.6106530910112333, 0.11660489410266929, -0.7553568357213246, 1697809103548251704, 
0.51175312353879, 0.09686333904678521, -0.69354292215515, 1697809103646573967, 
0.41023316732606707, 0.08574207537146172, -0.6410217762419426, 1697809103757259854, 
0.3248440560192827, 0.06844614435733383, -0.5903069548372134, 1697809103857278590, 
0.25844301351742915, 0.04936263806637114, -0.5278541703464534, 1697809103948259941, 
0.19971055171305885, 0.037797574701706124, -0.44247737828290273, 169780910446540371, 
0.14486170172630475, 0.03027829118474906, -0.3643061009834305, 1697809104157275097, 
0.09882284711759892, 0.02082914704285897, -0.31851061003085085, 1697809104257312957, 
0.06157843651766859, 0.01176545478506944, -0.28979121637870586, 1697809104348339623, 
0.032290544545276134, 0.006109102338345083, -0.23583767032783376, 1697809104446504636, 
0.0028674288327139585, 0.0005991482567303478, -0.18798069235976786, 1697809104557289275, 
-0.02449849455846076, -0.0051435720910952025, -0.18051269255210545, 1697809104656459255, 
-0.035286444467220957, -0.006703368925358635, -0.13158651746281194, 1697809104747259362, 
-0.052011378362934124, -0.01043821121809121, -0.09033526994169226, 1697809104857150172, 
-0.06272553692499594, -0.013174387722757695, -0.08639538405089231, 1697809104957291645, 
-0.06732927523663834, -0.01347682352489792, -0.051005913486693116, 169780910557313080, 
-0.07089698440748116, -0.013540306862793608, -0.028416178150310712, 1697809105148277298, 
-0.07225139125388358, -0.01359408214083847, -0.017719105556782366, 1697809105245462843, 
-0.07239452077343334, -0.01527566565367246, -0.005064601290898852, 1697809105359283124, 
-0.07024566326553794, -0.014810961060846325, 0.0069633251911817165, 1697809105456308045, 
-0.06690583182301024, -0.012713664543643477, 0.019353428674393967, 1697809105549306388, 
-0.06468998205433785, -0.012293842227232522, 0.01958207899679376, 1697809105646350488, 
-0.0609983259950857, -0.012747287979355114, 0.018604735969459222, 1697809105758284057, 
-0.05521852473551858, -0.011538314611776523, 0.03085059140544648, 1697809105855307802, 
-0.05231333893123091, -0.009887024412161601, 0.030386182418747493, 1697809105947280298, 
-0.047332973806851086, -0.008995466290581568, 0.027456417204515738, 169780910645354308, 
-0.04144121806284362, -0.0086727910136353, 0.034587524795228856, 1697809106156559644, 
-0.03513305746590989, -0.0073769265819480815, 0.03895026221345443, 1697809106255325404, 
-0.03118399356479795, -0.005947744921409408, 0.035603628620299886, 1697809106347290344, 
-0.028512134296213798, -0.005418592696583424, 0.02339418231575025, 1697809106445370549, 
-0.02656261227205059, -0.005578675605920713, 0.014885802746194096, 1697809106557310185, 
-0.02186434779837132, -0.004590416846716757, 0.021784101458428642, 1697809106655320413, 
-0.021153109036748052, -0.004018475330734033, 0.018556877612305667, 1697809106747281093, 
-0.02058854328961157, -0.003992508490865588, 0.004423795280764434, 1697809106849239353, 
-0.016782543475501566, -0.0035110034702694986, 0.013675084894537753, 1697809106956486776, 
-0.01497709339404274, -0.0030716416751043166, 0.017980254338914686, 169780910754328658, 
-0.013644382775719333, -0.0026178914673870846, 0.01087562897122468, 1697809107148352653, 
-0.012743868116472878, -0.002471608100023839, 0.007728810036490584, 1697809107248273548, 
-0.013016805227260342, -0.0027203051170254147, 0.0021699054450712617, 1697809107357336737, 
-0.012829433272586233, -0.0026437597749498524, -0.00019034100611861542, 1697809107454343428, 
-0.013664471295079306, -0.0025956157468929888, -0.002350831382669595, 1697809107547290354, 
-0.010071038279874767, -0.0019487890212706435, 0.008917042637324851, 1697809107647847709, 
-0.008430037361184972, -0.0017714962535057626, 0.016903344295183104, 1697809107757431327, 
-0.009369925340200425, -0.001925186584675119, 0.0017240688574989456, 1697809107853312162, 
-0.006197326408692305, -0.0011828111519214867, 0.007867011947061854, 1697809107948289622, 
-0.00533034809900812, -0.0010392568601512086, 0.014024717213805214, 169780910848281954, 
-0.0038460454630055985, -0.0008040213038863325, 0.007426841388129569, 1697809108157341052, 
-0.0027393050926738383, -0.0005616469466984465, 0.008380600097819333, 1697809108253314591, 
-0.001562675245871059, -0.0002968529264435143, 0.008016752575239353, 1697809108347305619, 
-0.0023798034422046754, -0.00046148969627994563, 0.0014471274029964846, 1697809108447233840, 
-0.002073543258377608, -0.00043379724924743186, -0.0017915205713997433, 1697809108556511406, 
-0.0017755804545753762, -0.000373904010194206, 0.001914623923555487, 1697809108657815123, 
-0.0018669250775333879, -0.0003569730358387132, 0.0006417578299266532, 1697809108747720491, 
-0.0019947817437757642, -0.0003767341609644118, -0.0007693614098693312, 1697809108846674963, 
-0.0010930023944717426, -0.00022902827588982294, 0.0022874914342863317, 1697809108957260998, 
-0.0011906674768820125, -0.00025117696825344805, 0.00239382901707774, 169780910957629720, 
-0.0012740382868168254, -0.00024324993620800661, -0.0006312271693172749, 1697809109148189276, 
-0.00279385368121865, -0.0005298270770434809, -0.005419929424327555, 1697809109247269958, 
-0.004861130017792092, -0.0010135823782971057, -0.011410340189360818, 1697809109356696840, 
-0.004343782592479251, -0.0009096463206459375, -0.004572559835599225, 1697809109456683367, 
-0.00686375787721083, -0.0013054957191770452, -0.0075862977698834015, 1697809109546898147, 
-0.007210523934806812, -0.0013685536212486474, -0.010471728952154237, 1697809109646482837, 
-0.009089294475679743, -0.0019056368205151025, -0.006850196548101682, 1697809109756555434, 
-0.009305886264207697, -0.001971762179567473, -0.0063986212873874, 1697809109858366168, 
-0.009401676112550827, -0.00179355381268903, -0.0010680615753063745, 1697809109947325015, 
-0.009921154609186633, -0.0018662420826320743, -0.0021053955739173884, 169780911046473516, 
-0.01103810414604034, -0.0021201567132420286, -0.005752985785156456, 1697809110139401180, 
-0.010960218374452158, -0.002321959691773438, -0.0037882160186891774, 1697809110258326931, 
-0.010340577647317328, -0.0021505524861124333, 0.002537845352034926, 1697809110347373361, 
-0.011130792594920003, -0.0021048533714885394, -0.0003130493643091964, 1697809110447428772, 
-0.01173060695310868, -0.0024631999567615746, -0.004451447252409475, 1697809110557353967, 
-0.011793045526055312, -0.0024876042675059814, -0.0020248974576583313, 1697809110658367012, 
-0.011970206644936532, -0.0022744720001594268, -0.0008695806583201047, 1697809110747365056, 
-0.012008796201024019, -0.0022702834448362985, -0.0007921022331384468, 1697809110847418721, 
-0.01186903879533796, -0.0024922951627194935, 0.0002952170626264511, 1697809110957347954, 
-0.011825542166149283, -0.0024944257744976615, 0.000567324352948542, 169780911158354147, 
-0.011756567101743887, -0.002245580957494018, 0.0003990067061164844, 1697809111148354473, 
-0.01035905944663007, -0.0019487387217047715, 0.005003127268790187, 1697809111246473419, 
-0.010697771089837271, -0.0022464149380411885, 0.003738424249100225, 1697809111358343537, 
-0.008789509351239566, -0.001862570828248177, 0.005349197835343503, 1697809111458381815, 
-0.007041792887486853, -0.0013309089043734657, 0.012906904557569968, 1697809111547344964, 
-0.007541418885772089, -0.0014255819079907553, 0.004884219228444245, 1697809111647415461, 
-0.007548228773440968, -0.0015853808552489122, -0.0016848897177859003, 1697809111757378457, 
-0.006999815555057243, -0.0014706454075349255, 0.0018049412832704026, 1697809111857513198, 
-0.006642776335923362, -0.0012750910611999543, 0.0031217859392904637, 1697809111949329984, 
-0.0058185342470258306, -0.0011107271982438312, 0.004069245891506542, 169780911248407872, 
-0.005502739978879401, -0.0011447394055010046, 0.0037391932774259937, 1697809112157360785, 
-0.004043187057651831, -0.0008456613444269828, 0.005821410888216448, 1697809112257564988, 
-0.0027523766290014073, -0.0005256961937038114, 0.009594285953423, 1697809112348357972, 
-0.004457237858413343, -0.0008506141025036867, -0.0009412418823066855, 1697809112448403828, 
-0.003888510616994356, -0.0008092441700081933, -0.003926002937538148, 1697809112556469573, 
-0.0014313332705224724, -0.0002992329977148288, 0.009864306745453662, 1697809112657462755, 
-0.00046768743179148586, -8.973894821247143e-05, 0.01164435381032391, 1697809112748347614, 
-1.39233159153207e-05, -2.6444858003188194e-06, 0.005061405457398988, 1697809112847394939, 
-0.0018988080556301412, -0.00036080018793601987, -0.005379770792768034, 1697809112938361653, 
-0.001546294966508377, -0.00032479859280824905, -0.005920121518298245, 169780911357444509, 
-0.0007999353106438178, -0.00016803007170478016, 0.003721512647787608, 1697809113148416228, 
0.0012714865150313948, 0.00024031790764365735, 0.009777994788674109, 1697809113246449980, 
0.00046347266013402333, 9.731142790796422e-05, 0.004636871828786116, 1697809113358377756, 
0.0013672123917456425, 0.00028857599508393594, 0.0006322088276618952, 1697809113457518865, 
0.0015538703611257532, 0.0002967464873397732, 0.003716102538433254, 1697809113549350243, 
0.0012934226028216145, 0.00024561500382527427, -0.0002077595510621267, 1697809113647414266, 
0.0008198316007419493, 0.0001557809763363889, -0.0026021072535094827, 1697809113739366066, 
0.0006437368208151995, 0.00013453431034349253, -0.0022183413182455193, 1697809113856403881, 
0.0010544680330193401, 0.00022142712328099585, 0.0009713890349532916, 1697809113949355479, 
-0.0007155486502670172, -0.00013527014469474278, -0.004667063001630788, 169780911445447833, 
-0.000709186409042939, -0.00013403053583306446, -0.006117156095307713, 1697809114138347448, 
-0.0012209461999059812, -0.0002575519931093328, -0.00142226998742917, 1697809114256392421, 
-0.001484119896399072, -0.0003117049585935082, -0.0023988145949917932, 1697809114348374252, 
-0.0020977079266568666, -0.0003986299042071261, -0.0030397000155525725, 1697809114446423597, 
-0.0009991564465217095, -0.0002098873712996238, 0.001183070226259893, 1697809114558438824, 
-0.0016374047645375533, -0.0003438208934116409, 0.0010973423262893413, 1697809114656402767, 
-0.0010808901554772987, -0.00020530405022531562, -0.000154824925266183, 1697809114748378615, 
-0.003540103018139451, -0.0006657784588878559, -0.006513899006061547, 1697809114844470305, 
-0.004508146326411389, -0.0009430961960010942, -0.011383681143357883, 1697809114957576837, 
-0.0037662154139828097, -0.0007944445491703267, -0.0003250188420428346, 169780911555410058, 
-0.004445605423890608, -0.0008481306778227016, 9.138122377931109e-05, 1697809115148356404, 
-0.0036754745359264263, -0.0007095174452861273, 0.00012817892337139403, 1697809115248451103, 
-0.0038498521880763192, -0.0008055178553012571, 0.0020320872017206867, 1697809115357589854, 
-0.0044090675240062716, -0.0009125299659308452, -0.002438026084281917, 1697809115455417760, 
-0.0041736541594907806, -0.000796260462665187, -0.001061252010282336, 1697809115548372423, 
-0.004114437123633241, -0.0007980890621014452, 0.0010395876284314911, 1697809115649390602, 
-0.00548804155737681, -0.0011524166471113156, -0.004006431670236506, 1697809115758359289, 
-0.004998176495888185, -0.0010201889954929118, -0.00248560083696, 1697809115853502841, 
-0.006459325630704615, -0.0012274099379192332, -0.0034172096279682946, 1697809115948380664, 
-0.00712402656022304, -0.001388517301753472, -0.007348481148592454, 169780911648409091, 
-0.007350734535368719, -0.0015437524141364161, -0.0029021281094879156, 1697809116158394018, 
