e, e_dot, e_int, stamp, 
0.24532291227464562, 1.1274921922025764e-07, 0.049064580458930966, 41013000000, 
0.2453229246174941, 2.8193516872961528e-08, 0.04906458353677192, 41115000000, 
0.245322941096845, 9.607399792388449e-08, 0.049064585199265646, 41183000000, 
0.2515193388854839, 0.020654714226632603, 0.04947768030665487, 41285000000, 
0.2422332424590046, -0.010298995459467978, 0.04927170149608889, 41353000000, 
0.21189893760900436, -0.1320680042549318, 0.047043434596899525, 41455000000, 
0.18999003085078478, -0.17414403869406606, 0.04294148072791958, 41523000000, 
0.15918866590797465, -0.17570090567009902, 0.03740517562451759, 41625000000, 
0.13662878249729696, -0.17787082784495942, 0.03238716528373709, 41693000000, 
0.10398332607168823, -0.18401779945428806, 0.026653384965130655, 41795000000, 
0.08756094856626351, -0.16355944643677817, 0.02187820380901658, 41863000000, 
0.0675930108590109, -0.12130105070892443, 0.017275819033130843, 41965000000, 
0.05735777878567522, -0.10067723260196097, 0.014167449214063307, 42033000000, 
0.04532797813220529, -0.07421677575601869, 0.011351917851792761, 42135000000, 
-0.05763072385700238, -0.3832950088089253, 0.0030036688707252087, 42203000000, 
-0.07042978873169639, -0.3858592228796723, -0.005515502297099565, 42305000000, 
-0.0782731907324648, -0.06880822291820808, -0.013755580221410905, 42373000000, 
-0.09025842651409516, -0.06609545927466255, -0.015930760398550424, 42475000000, 
0.10712866149367933, 0.6180061740871471, -0.004093530383525375, 42543000000, 
0.11063342592507946, 0.6696395081305822, 0.00850024406031091, 42611000000, 
0.13929760025658416, 0.10722979587634944, 0.023803979178356197, 42679000000, 
0.15793952244965487, 0.15768698841525133, 0.027191369908754565, 42747000000, 
0.1839802801933731, 0.1489422664559631, 0.03208116019330747, 42849000000, 
0.19805086507585545, 0.13370447542066863, 0.03599804451459222, 42917000000, 
0.16078440903207086, -0.07731957053767409, 0.03618770362008662, 43019000000, 
0.02857592640853529, -0.5649164622244006, 0.025827413367764108, 43087000000, 
0.006466986133889185, -0.5143914096606056, 0.013055154771633022, 43155000000, 
-0.02883067985059956, -0.19135535419711616, 0.000414148846121661, 43257000000, 
-0.056235560304028376, -0.20900848812639186, -0.00523995026804925, 43325000000, 
-0.08019269570599385, -0.17120671951798097, -0.011017262390708119, 43393000000, 
-0.07430701720688909, -0.06023818967620239, -0.014049018214460755, 43495000000, 
-0.06790413351760216, 0.04096187396130565, -0.014826923095365674, 43563000000, 
0.1055257116461163, 0.5994424295100179, -0.0024456959385583308, 43631000000, 
0.11537584583284988, 0.6109332645015068, 0.010199828264090934, 43699000000, 
0.13498442939810684, 0.0981957258399685, 0.023725732458471534, 43767000000, 
0.16241968752602765, 0.15681280564392588, 0.027518664183798957, 43869000000, 
0.17684215291724875, 0.13952574506380636, 0.03161641798942555, 43937000000, 
0.17667151200027115, 0.047506081580811675, 0.03439555682956984, 44039000000, 
0.1509897820216758, -0.08617456965190988, 0.03363356312927971, 44107000000, 
-0.2666034619525903, -1.477583246509538, 0.004070522137957108, 44175000000, 
-0.2983692448329365, -1.497863422848707, -0.0275988616509234, 44243000000, 
-0.3532297586253927, -0.28875432224267455, -0.0612134976940613, 44345000000, 
-0.3922684431523525, -0.3129973277313867, -0.06959116310737877, 44413000000, 
-0.44567564842461477, -0.30815296599740694, -0.07941159001349066, 44515000000, 
-0.4206610688259705, -0.09464208557872666, -0.08390701069352918, 44617000000, 
-0.3656702591525918, 0.26668463090674316, -0.08213379842687847, 44685000000, 
-0.33498884901148407, 0.28557406604828806, -0.0747546784660031, 44753000000, 
-0.2968297729775851, 0.22946828725002236, -0.06649925874277739, 44821000000, 
-0.2557438032798825, 0.2641501524386719, -0.05917082835126344, 44889000000, 
-0.18462473794527146, 0.3740167834410455, -0.0491465542801826, 44991000000, 
-0.14198487965706988, 0.37919641207604204, -0.03882356139214826, 45093000000, 
