e, e_dot, e_int, stamp, 
p_error, i_error, d_error, stamp, 
2.773973181881962, 0.25065449685148133, -4.7147296128323266e-05, builtin_interfaces.msg.Time(sec=1697809371, nanosec=2231415), 
2.7714197574790735, 0.2770090418278201, -0.017095970939352202, builtin_interfaces.msg.Time(sec=1697809371, nanosec=52152816), 
2.753812210252247, 0.27530232155158874, -0.13431613466395434, builtin_interfaces.msg.Time(sec=1697809371, nanosec=102202764), 
2.7311522221815574, 0.2730935614498816, -0.268508165092779, builtin_interfaces.msg.Time(sec=1697809371, nanosec=152144885), 
2.708000479115991, 0.24392970464153377, -0.3435224542777133, builtin_interfaces.msg.Time(sec=1697809371, nanosec=192280187), 
2.6548804377542075, 0.2919636637188157, -0.445823284423749, builtin_interfaces.msg.Time(sec=1697809371, nanosec=262117319), 
2.6071436696884214, 0.31250246285918304, -0.5716171939809761, builtin_interfaces.msg.Time(sec=1697809371, nanosec=312144108), 
2.563975435136379, 0.23085469204986966, -0.677711045359358, builtin_interfaces.msg.Time(sec=1697809371, nanosec=352155113), 
2.5001872738995576, 0.22507445646556354, -0.7847884256270481, builtin_interfaces.msg.Time(sec=1697809371, nanosec=402167147), 
2.428562413096663, 0.2432836294373727, -0.901090552419125, builtin_interfaces.msg.Time(sec=1697809371, nanosec=452331097), 
2.3537839285850657, 0.23548860879096256, -0.9756322324933778, builtin_interfaces.msg.Time(sec=1697809371, nanosec=502213972), 
2.276910491937356, 0.22752986442310089, -1.0117088662117684, builtin_interfaces.msg.Time(sec=1697809371, nanosec=552260306), 
2.109657373118891, 0.33727585029048335, -1.0196457109882744, builtin_interfaces.msg.Time(sec=1697809371, nanosec=662086307), 
1.9684355834011933, 0.3936416517235688, -1.0297987595753582, builtin_interfaces.msg.Time(sec=1697809371, nanosec=752237209), 
1.8127547561447999, 0.34636964424563504, -1.0363596183111126, builtin_interfaces.msg.Time(sec=1697809371, nanosec=853159944), 
1.66299777338889, 0.33094333362031575, -1.0231465258962549, builtin_interfaces.msg.Time(sec=1697809371, nanosec=951241284), 
1.492669549161886, 0.31037819643222075, -1.0257889163108382, builtin_interfaces.msg.Time(sec=1697809372, nanosec=61094913), 
1.3516755898792348, 0.2729329979093272, -1.0273023403488166, builtin_interfaces.msg.Time(sec=1697809372, nanosec=153163254), 
1.2006862134684662, 0.23179468997683744, -1.0088646538218207, builtin_interfaces.msg.Time(sec=1697809372, nanosec=254146759), 
1.0592236916995126, 0.20873245843941107, -0.9891855396018435, builtin_interfaces.msg.Time(sec=1697809372, nanosec=350224989), 
0.9040671421204605, 0.1862543422550314, -0.9612171877096946, builtin_interfaces.msg.Time(sec=1697809372, nanosec=460165022), 
0.7794700549668514, 0.15740974351921705, -0.9218442879072896, builtin_interfaces.msg.Time(sec=1697809372, nanosec=552169557), 
0.6536226374185471, 0.1255205265343179, -0.8707666118024234, builtin_interfaces.msg.Time(sec=1697809372, nanosec=652203240), 
0.5401481615480299, 0.10702807770520407, -0.804876771534088, builtin_interfaces.msg.Time(sec=1697809372, nanosec=750315335), 
0.4217323090563203, 0.08777059667920646, -0.7443393243510917, builtin_interfaces.msg.Time(sec=1697809372, nanosec=860322454), 
0.33042302389093287, 0.0666994985656129, -0.6901699722061686, builtin_interfaces.msg.Time(sec=1697809372, nanosec=952176264), 
0.24509190507493067, 0.047021965785029686, -0.6157925992456907, builtin_interfaces.msg.Time(sec=1697809373, nanosec=52176876), 
0.17039388755467857, 0.033597124938591016, -0.5406733652175285, builtin_interfaces.msg.Time(sec=1697809373, nanosec=149349563), 
0.10208939465768671, 0.021127663104599508, -0.463636362859191, builtin_interfaces.msg.Time(sec=1697809373, nanosec=259129451), 
0.05455156095279051, 0.011071921298983866, -0.37745090655500185, builtin_interfaces.msg.Time(sec=1697809373, nanosec=352312065), 
0.010342355683004067, 0.0019968129255378605, -0.31758070002364297, builtin_interfaces.msg.Time(sec=1697809373, nanosec=452200835), 
-0.024290115484932706, -0.004781855901737204, -0.2665701063513976, builtin_interfaces.msg.Time(sec=1697809373, nanosec=549176337), 
-0.054863817487383226, -0.010420577498981174, -0.2286725055150731, builtin_interfaces.msg.Time(sec=1697809373, nanosec=642136169), 
-0.08250931733217498, -0.016760193373238013, -0.19327466017925174, builtin_interfaces.msg.Time(sec=1697809373, nanosec=752307255), 
-0.09506595175470844, -0.01996946779090772, -0.12554652289329304, builtin_interfaces.msg.Time(sec=1697809373, nanosec=852195264), 
-0.10174577939245905, -0.020033894546128687, -0.0648539216885749, builtin_interfaces.msg.Time(sec=1697809373, nanosec=949208735), 
-0.10409989393205094, -0.021961116202299055, -0.029838035082992053, builtin_interfaces.msg.Time(sec=1697809374, nanosec=63157210), 
-0.10424570387373355, -0.021158601965123675, -0.007432469702871995, builtin_interfaces.msg.Time(sec=1697809374, nanosec=152177310), 
-0.10563696919383703, -0.019968077434329656, -0.00518328352760094, builtin_interfaces.msg.Time(sec=1697809374, nanosec=252182677), 
-0.10318756408149532, -0.02022142929209056, 0.003870915268371189, builtin_interfaces.msg.Time(sec=1697809374, nanosec=348145007), 
-0.09700238719592846, -0.020368915710123874, 0.026590147709633017, builtin_interfaces.msg.Time(sec=1697809374, nanosec=462166331), 
-0.09434387339116318, -0.01925127606312638, 0.027924667804638006, builtin_interfaces.msg.Time(sec=1697809374, nanosec=552199339), 
-0.08760144287903576, -0.01665045618084077, 0.03230906711742418, builtin_interfaces.msg.Time(sec=1697809374, nanosec=652236901), 
-0.07976841806411278, -0.01549925912810017, 0.05016473849228658, builtin_interfaces.msg.Time(sec=1697809374, nanosec=746502542), 
-0.06721030678032075, -0.014122101288995045, 0.06383089581064165, builtin_interfaces.msg.Time(sec=1697809374, nanosec=862354991), 
-0.06129027447290453, -0.012606733120897653, 0.058098433370138904, builtin_interfaces.msg.Time(sec=1697809374, nanosec=952191507), 
-0.05430420013076365, -0.010310609886482183, 0.04524561725218493, builtin_interfaces.msg.Time(sec=1697809375, nanosec=52222623), 
-0.046913217314870914, -0.009362999726054012, 0.048027606519402764, builtin_interfaces.msg.Time(sec=1697809375, nanosec=151772782), 
-0.03912105462368631, -0.00821445271629848, 0.048269653918970735, builtin_interfaces.msg.Time(sec=1697809375, nanosec=262197860), 
-0.03564756992960155, -0.007144641174810217, 0.03638657978791807, builtin_interfaces.msg.Time(sec=1697809375, nanosec=352197136), 
-0.029376693759589567, -0.005580704673075622, 0.03377380270410768, builtin_interfaces.msg.Time(sec=1697809375, nanosec=452168342), 
-0.023249477469757585, -0.004666986324336401, 0.0411781588322885, builtin_interfaces.msg.Time(sec=1697809375, nanosec=552932242), 
-0.018296241660194945, -0.003841895888618208, 0.03538636998926565, builtin_interfaces.msg.Time(sec=1697809375, nanosec=662151133), 
-0.014254411983828652, -0.0028405246278594494, 0.030077836748866427, builtin_interfaces.msg.Time(sec=1697809375, nanosec=752205606), 
-0.011146570338404438, -0.002073578054772608, 0.02575473888600029, builtin_interfaces.msg.Time(sec=1697809375, nanosec=848179480), 
-0.007019155477819061, -0.0013720141411772933, 0.02462217779370995, builtin_interfaces.msg.Time(sec=1697809375, nanosec=947672731), 
-0.002459436964545203, -0.0005166788765894531, 0.0275721223834427, builtin_interfaces.msg.Time(sec=1697809376, nanosec=58259626), 
-0.0013326405269487585, -0.0002770557803156137, 0.017603698535976004, builtin_interfaces.msg.Time(sec=1697809376, nanosec=155572592), 
-0.00222665422620677, -0.00042294941207452255, 0.0006427387636721305, builtin_interfaces.msg.Time(sec=1697809376, nanosec=248208028), 
0.0006347126922917612, 0.000122098397861815, 0.006346507091393237, builtin_interfaces.msg.Time(sec=1697809376, nanosec=347940571), 
0.00016617125012746703, 3.472250599669252e-05, 0.008133552935876025, builtin_interfaces.msg.Time(sec=1697809376, nanosec=457164186), 
0.0002766776907163204, 5.849847295842486e-05, -0.0010695185155220857, builtin_interfaces.msg.Time(sec=1697809376, nanosec=559372410), 
-0.00039095031269203995, -7.454225373179738e-05, -0.0021553141583561396, builtin_interfaces.msg.Time(sec=1697809376, nanosec=647833566), 
0.000415718999544179, 7.990132100100008e-05, 7.626897401966874e-05, builtin_interfaces.msg.Time(sec=1697809376, nanosec=751572721), 
0.005001264938714722, 0.0010727007214959032, 0.01639388013053406, builtin_interfaces.msg.Time(sec=1697809376, nanosec=862319448), 
0.003748080660564701, 0.0007538831532813634, 0.009180591705318956, builtin_interfaces.msg.Time(sec=1697809376, nanosec=952711176), 
0.0027013029038009395, 0.0005127868931353876, -0.008130297681394335, builtin_interfaces.msg.Time(sec=1697809377, nanosec=52148916), 
0.0032162890850612746, 0.0006415079016631438, -0.001792680267665577, builtin_interfaces.msg.Time(sec=1697809377, nanosec=152167097), 
0.003642904300429739, 0.0007625369430062285, 0.0030173259451401198, builtin_interfaces.msg.Time(sec=1697809377, nanosec=261470073), 
0.0025715788001844375, 0.0005170709778507718, -0.002590391466697478, builtin_interfaces.msg.Time(sec=1697809377, nanosec=353238508), 
0.0005847956313673186, 0.00011129847239817425, -0.010611333872235293, builtin_interfaces.msg.Time(sec=1697809377, nanosec=451790360), 
0.0007372027684248716, 0.00014616056326221356, -0.006210433223436697, builtin_interfaces.msg.Time(sec=1697809377, nanosec=551502228), 
0.0011191562365311936, 0.00023516485857687236, 0.0016625756824183411, builtin_interfaces.msg.Time(sec=1697809377, nanosec=661917285), 
-0.00026446575125999017, -5.3400683830583566e-05, -0.0038872112178161694, builtin_interfaces.msg.Time(sec=1697809377, nanosec=753421318), 
-0.0018698269526050693, -0.0003559821746086975, -0.010452199895696275, builtin_interfaces.msg.Time(sec=1697809377, nanosec=852299702), 
-0.0007997308071414633, -0.00015836934739073716, -0.001814335969586799, builtin_interfaces.msg.Time(sec=1697809377, nanosec=951449637), 
0.0007340562743904933, 0.0001541934650387874, 0.00820740659778136, builtin_interfaces.msg.Time(sec=1697809378, nanosec=62356438), 
0.0006233111411569348, 0.00012472157119189194, 0.004195938181134101, builtin_interfaces.msg.Time(sec=1697809378, nanosec=151544843), 
0.0006862831382297152, 0.00013028330193325834, -0.00020534974131749848, builtin_interfaces.msg.Time(sec=1697809378, nanosec=252195434), 
0.0015847928619031615, 0.0003168851077227259, 0.0032246025514156627, builtin_interfaces.msg.Time(sec=1697809378, nanosec=351498487), 
0.001113249452600218, 0.0002337565943959774, 0.0015958325149061589, builtin_interfaces.msg.Time(sec=1697809378, nanosec=462172267), 
-0.00139089390024133, -0.0002784221697900814, -0.010746512753595816, builtin_interfaces.msg.Time(sec=1697809378, nanosec=551673475), 
-0.0036477930972112493, -0.0006932786177235921, -0.01680791264122128, builtin_interfaces.msg.Time(sec=1697809378, nanosec=652226527), 
-0.003886251747771241, -0.0007836221352185934, -0.00826793874060039, builtin_interfaces.msg.Time(sec=1697809378, nanosec=753313046), 
-0.0028421541603130818, -0.000542776565226291, 0.0030855649920920225, builtin_interfaces.msg.Time(sec=1697809378, nanosec=843200181), 
-0.0026819375219492847, -0.0005334709858386753, 0.004361728659257943, builtin_interfaces.msg.Time(sec=1697809378, nanosec=952225579), 
-0.002676537906551979, -0.0005594817906458931, 0.0005078425490384169, builtin_interfaces.msg.Time(sec=1697809379, nanosec=52232076), 
-0.001143360559437978, -0.00022882624146445009, 0.0051220398621658, builtin_interfaces.msg.Time(sec=1697809379, nanosec=152360383), 
0.0013038771630585755, 0.00024906963416308157, 0.01407873630539247, builtin_interfaces.msg.Time(sec=1697809379, nanosec=243254391), 
0.0009600827432634795, 0.00019189579904607565, 0.007923144106730456, builtin_interfaces.msg.Time(sec=1697809379, nanosec=352234613), 
-0.0010275894954049902, -0.0002144346127129602, -0.007697254584643566, builtin_interfaces.msg.Time(sec=1697809379, nanosec=451931702), 
-0.00024827572489882765, -4.967818397393325e-05, -0.004058230945869305, builtin_interfaces.msg.Time(sec=1697809379, nanosec=552327409), 
-0.0009661289042622312, -0.0002031398439970641, 0.0004095065229904208, builtin_interfaces.msg.Time(sec=1697809379, nanosec=662193338), 
0.0003006851647497366, 6.010713552333109e-05, 0.0025121315617932577, builtin_interfaces.msg.Time(sec=1697809379, nanosec=752227978), 
-0.0008913095453574327, -0.00016939302791921918, 0.0007173776494796193, builtin_interfaces.msg.Time(sec=1697809379, nanosec=852242944), 
0.0008662429278167294, 0.00017328282468131076, 0.001884348604672884, builtin_interfaces.msg.Time(sec=1697809379, nanosec=952267504), 
-0.0015050369428838417, -0.0002873672643490401, -0.0028373011851790335, builtin_interfaces.msg.Time(sec=1697809380, nanosec=43179961), 
-0.002895290883982382, -0.0005793102610878721, -0.012939112272953445, builtin_interfaces.msg.Time(sec=1697809380, nanosec=152354571), 
-0.005072619668771872, -0.001070740804988247, -0.011366632236755214, builtin_interfaces.msg.Time(sec=1697809380, nanosec=254262375), 
-0.005537941633451837, -0.0010985317153915613, -0.00872994017656311, builtin_interfaces.msg.Time(sec=1697809380, nanosec=350719196), 
-0.0032674803179594814, -0.0006761593332171059, 0.005242294744505033, builtin_interfaces.msg.Time(sec=1697809380, nanosec=461198383), 
-0.004871383032826693, -0.0009869484621778852, 0.0010468044840875532, builtin_interfaces.msg.Time(sec=1697809380, nanosec=553320481), 
-0.005240123481064396, -0.0010122834855479294, -0.00701981564151612, builtin_interfaces.msg.Time(sec=1697809380, nanosec=654377702), 
-0.0035555687616152243, -0.0007020396955091584, 0.00460916329877963, builtin_interfaces.msg.Time(sec=1697809380, nanosec=750768412), 
-0.005098057787055965, -0.0010553632833350103, 0.0011775164754688993, builtin_interfaces.msg.Time(sec=1697809380, nanosec=861390515), 
-0.005165674101377915, -0.0010407309647043556, -0.004896015033821308, builtin_interfaces.msg.Time(sec=1697809380, nanosec=952238916), 
-0.0069527284783953425, -0.001333795280107107, -0.00614658763223344, builtin_interfaces.msg.Time(sec=1697809381, nanosec=53228192), 
-0.0038711789996256907, -0.000763564039482111, 0.004773093476856088, builtin_interfaces.msg.Time(sec=1697809381, nanosec=149482195), 
-0.0032459879638410682, -0.0006723550032442819, 0.012551068701446606, builtin_interfaces.msg.Time(sec=1697809381, nanosec=260362356), 
-0.005006836044863461, -0.001015377898359066, -0.004506085651269264, builtin_interfaces.msg.Time(sec=1697809381, nanosec=352280507), 
-0.00525852731177745, -0.0010089761365491066, -0.00722490447761075, builtin_interfaces.msg.Time(sec=1697809381, nanosec=452236635), 
-0.004092140367958963, -0.000807756086606964, 0.0031509298873231666, builtin_interfaces.msg.Time(sec=1697809381, nanosec=549672584), 
-0.005237119588580086, -0.0009959366219258984, -0.00012542283697786148, builtin_interfaces.msg.Time(sec=1697809381, nanosec=642405411), 
-0.00621327199693128, -0.0012588787810351551, -0.007077002532796209, builtin_interfaces.msg.Time(sec=1697809381, nanosec=752283830), 
-0.006091066646106813, -0.0012782814427975415, -0.0025538912921291047, builtin_interfaces.msg.Time(sec=1697809381, nanosec=852267085), 
-0.005628280042747291, -0.001107018178690822, 0.0020025980080902056, builtin_interfaces.msg.Time(sec=1697809381, nanosec=948972369), 
-0.0055490193758619966, -0.001055203144827575, 0.0018778838758718175, builtin_interfaces.msg.Time(sec=1697809382, nanosec=42427377), 
-0.005688643867020116, -0.0011565689532067002, -0.00014095045442830394, builtin_interfaces.msg.Time(sec=1697809382, nanosec=152284262), 
-0.007720203365302658, -0.0016141648011076387, -0.007248322334963488, builtin_interfaces.msg.Time(sec=1697809382, nanosec=251510574), 
-0.007819171220966314, -0.0015352874978344583, -0.00716433225816077, builtin_interfaces.msg.Time(sec=1697809382, nanosec=348633396), 
-0.00886569072498461, -0.0016909295915076047, -0.004066407140491298, builtin_interfaces.msg.Time(sec=1697809382, nanosec=442237912), 
-0.010114322690388422, -0.0020605534780329423, -0.00750629049617704, builtin_interfaces.msg.Time(sec=1697809382, nanosec=552359690), 
-0.009380820864676287, -0.001970416948063618, -0.001332722786567777, builtin_interfaces.msg.Time(sec=1697809382, nanosec=652285303), 
-0.010471990365057082, -0.002053202980321702, -0.001336417835976644, builtin_interfaces.msg.Time(sec=1697809382, nanosec=748425854), 
-0.009948165201761394, -0.002088903114792382, -0.0022494143005376203, builtin_interfaces.msg.Time(sec=1697809382, nanosec=862264035), 
-0.009996323951216524, -0.002039054827852432, 0.001355745546231803, builtin_interfaces.msg.Time(sec=1697809382, nanosec=952406321), 
-0.012238152597420393, -0.002325214836825975, -0.007661703359712158, builtin_interfaces.msg.Time(sec=1697809383, nanosec=52261244), 
-0.01109625234047934, -0.002166095613370419, -0.003491857003954015, builtin_interfaces.msg.Time(sec=1697809383, nanosec=147615978), 
-0.010641467077729783, -0.0022352398617160626, 0.005313483011305017, builtin_interfaces.msg.Time(sec=1697809383, nanosec=262311216), 
-0.011220055293391928, -0.002296263091800873, -0.0008221088077300176, builtin_interfaces.msg.Time(sec=1697809383, nanosec=352272999), 
-0.011021465237657735, -0.002093591125155347, -0.0014818231256824152, builtin_interfaces.msg.Time(sec=1697809383, nanosec=452267005), 
-0.011397369377340705, -0.0023007438399554134, -0.0005679793351010661, builtin_interfaces.msg.Time(sec=1697809383, nanosec=554139216), 
-0.010205808097858093, -0.002143276199903829, 0.0024431379644270896, builtin_interfaces.msg.Time(sec=1697809383, nanosec=662272541), 
-0.010412234683394972, -0.0020559711019909757, 0.002902794146736122, builtin_interfaces.msg.Time(sec=1697809383, nanosec=751596454), 
-0.008214185728490975, -0.0015607957971898589, 0.006506412672465603, builtin_interfaces.msg.Time(sec=1697809383, nanosec=852284777), 
-0.010675071158283755, -0.002152152620723458, -0.0008516605648322592, builtin_interfaces.msg.Time(sec=1697809383, nanosec=953201913), 
-0.011630988800088338, -0.0024341959805881646, -0.01106874028156663, builtin_interfaces.msg.Time(sec=1697809384, nanosec=61570163), 
-0.011344983241670992, -0.002260278584617153, -0.0018911218094141858, builtin_interfaces.msg.Time(sec=1697809384, nanosec=152433462), 
-0.010769564721682223, -0.0020456884253352695, 0.002984938958125552, builtin_interfaces.msg.Time(sec=1697809384, nanosec=251521055), 
-0.010335515395075268, -0.0022139222068632627, 0.003192550954387466, builtin_interfaces.msg.Time(sec=1697809384, nanosec=366638765), 
-0.012230442917494866, -0.002517639878942363, -0.005704758936713297, builtin_interfaces.msg.Time(sec=1697809384, nanosec=457371317), 
-0.009562555649619997, -0.0018142008859291685, 0.0020224060537073936, builtin_interfaces.msg.Time(sec=1697809384, nanosec=556358015), 
-0.009790726247683068, -0.0018692711460733254, 0.008156711304771797, builtin_interfaces.msg.Time(sec=1697809384, nanosec=648293941), 
-0.010237178582545359, -0.0019678339956202017, -0.0023111772224387243, builtin_interfaces.msg.Time(sec=1697809384, nanosec=748582267), 
-0.008793908373123549, -0.0018375484305177096, 0.0029432327638047005, builtin_interfaces.msg.Time(sec=1697809384, nanosec=857250909), 
-0.007939759711235561, -0.0016331837926110962, 0.007361493322162761, builtin_interfaces.msg.Time(sec=1697809384, nanosec=954279146), 
-0.006901904874523079, -0.001342425329428151, 0.006483588640833492, builtin_interfaces.msg.Time(sec=1697809385, nanosec=51751609), 
-0.0067384473586979965, -0.001341970773835035, 0.004085086034448929, builtin_interfaces.msg.Time(sec=1697809385, nanosec=153430479), 
-0.005088325349077771, -0.0010703999394592349, 0.005596730924383189, builtin_interfaces.msg.Time(sec=1697809385, nanosec=262115504), 
-0.004094197344448214, -0.0008215927142488506, 0.00866327343920429, builtin_interfaces.msg.Time(sec=1697809385, nanosec=354102954), 
-0.005304162647410626, -0.0010068218377964997, -0.0005202816326744525, builtin_interfaces.msg.Time(sec=1697809385, nanosec=451932805), 
-0.0077350133851391, -0.0015370401112829882, -0.012154666500165653, builtin_interfaces.msg.Time(sec=1697809385, nanosec=552814971), 
-0.0077433864316388545, -0.001624429527156187, -0.008057609395555726, builtin_interfaces.msg.Time(sec=1697809385, nanosec=661715636), 
-0.008017634395930673, -0.0016073904248664799, -0.0010238248352375159, builtin_interfaces.msg.Time(sec=1697809385, nanosec=753296852), 
-0.0074401757379337075, -0.001415773043386295, 0.0009518933981728134, builtin_interfaces.msg.Time(sec=1697809385, nanosec=852003217), 
-0.008068621219478211, -0.0016102880117651757, -0.00012670745156239736, builtin_interfaces.msg.Time(sec=1697809385, nanosec=952870976), 
-0.008133305687642645, -0.001707399560292826, -0.002274501260747284, builtin_interfaces.msg.Time(sec=1697809386, nanosec=61930106), 
-0.00721516639029135, -0.0014432757220793166, 0.0031663867503339796, builtin_interfaces.msg.Time(sec=1697809386, nanosec=152904578), 
-0.007824686277422888, -0.0014864307383209187, 0.001311677097122024, builtin_interfaces.msg.Time(sec=1697809386, nanosec=251896922), 
-0.009378787050357662, -0.001873026991933923, -0.007195895606388722, builtin_interfaces.msg.Time(sec=1697809386, nanosec=352613451), 
-0.008564785256058804, -0.001801802052460583, -0.002669088286473125, builtin_interfaces.msg.Time(sec=1697809386, nanosec=462270212), 
-0.007723261687017591, -0.0015506911943329058, 0.0055526637386950845, builtin_interfaces.msg.Time(sec=1697809386, nanosec=553395356), 
