e, e_dot, e_int, stamp, 
p_error, i_error, d_error, stamp, 
0.8783355445963595, 0.12498053325107562, 0.0, builtin_interfaces.msg.Time(sec=1697814644, nanosec=60727622), 
0.8783355445963595, 0.08524209921549014, 0.0, builtin_interfaces.msg.Time(sec=1697814644, nanosec=106927324), 
0.8783355445963595, 0.0959837740249749, 0.0, builtin_interfaces.msg.Time(sec=1697814644, nanosec=170006786), 
0.8783355445963595, 0.08212138883557908, 0.0, builtin_interfaces.msg.Time(sec=1697814644, nanosec=200423926), 
0.8783355445963595, 0.08383407727237613, 0.0, builtin_interfaces.msg.Time(sec=1697814644, nanosec=265453313), 
0.8783355445963595, 0.10216150491778724, 0.0, builtin_interfaces.msg.Time(sec=1697814644, nanosec=316736542), 
0.878335093592512, 0.08213305575338452, -3.560178787103579e-06, builtin_interfaces.msg.Time(sec=1697814644, nanosec=358963246), 
0.8740924018321067, 0.12467651500182125, -0.014088302970641549, builtin_interfaces.msg.Time(sec=1697814644, nanosec=459371937), 
0.8606201442975501, 0.17048373850168755, -0.060056340764923166, builtin_interfaces.msg.Time(sec=1697814644, nanosec=557057306), 
0.8408295708322818, 0.1744587591900561, -0.10605296961012732, builtin_interfaces.msg.Time(sec=1697814644, nanosec=666856028), 
0.8254568262351991, 0.16650546276517475, -0.11583160145720166, builtin_interfaces.msg.Time(sec=1697814644, nanosec=758770415), 
0.809618940397009, 0.15534042105231888, -0.10856738660437809, builtin_interfaces.msg.Time(sec=1697814644, nanosec=858724589), 
0.7911647049253567, 0.16554477679842694, -0.10910356818308971, builtin_interfaces.msg.Time(sec=1697814644, nanosec=968012278), 
0.7753583304315075, 0.15957786106605343, -0.11087167238645096, builtin_interfaces.msg.Time(sec=1697814645, nanosec=64536347), 
0.7597399181326464, 0.14508435189449417, -0.10971064471439729, builtin_interfaces.msg.Time(sec=1697814645, nanosec=158978092), 
0.7455544228855521, 0.14403501064742846, -0.10300887901409654, builtin_interfaces.msg.Time(sec=1697814645, nanosec=257728160), 
0.7337675066586643, 0.14455766317837895, -0.08787002979102226, builtin_interfaces.msg.Time(sec=1697814645, nanosec=355985539), 
0.7214265712828047, 0.15294532819678514, -0.07615151785863218, builtin_interfaces.msg.Time(sec=1697814645, nanosec=469732173), 
0.7136093623248878, 0.1446811326402397, -0.06544327152427605, builtin_interfaces.msg.Time(sec=1697814645, nanosec=558731103), 
0.7037524798346482, 0.13230661402920846, -0.062465539260091324, builtin_interfaces.msg.Time(sec=1697814645, nanosec=657733804), 
0.6946184345875963, 0.13613852261440693, -0.06457971410374778, builtin_interfaces.msg.Time(sec=1697814645, nanosec=754721471), 
0.6843459088694733, 0.14509484303726125, -0.06115959743509438, builtin_interfaces.msg.Time(sec=1697814645, nanosec=869753546), 
0.6763383684716198, 0.13799272417051542, -0.05975891721263643, builtin_interfaces.msg.Time(sec=1697814645, nanosec=958750594), 
0.6666684585895143, 0.1253250661917021, -0.0625536758725782, builtin_interfaces.msg.Time(sec=1697814646, nanosec=57740640), 
0.6568225223518447, 0.12873725050620027, -0.06639323460770534, builtin_interfaces.msg.Time(sec=1697814646, nanosec=154750649), 
0.8286569009923636, 0.1749853862525393, 0.4679153047406079, builtin_interfaces.msg.Time(sec=1697814646, nanosec=268908116), 
0.8194677386208674, 0.16718472847366764, 0.4676592227082594, builtin_interfaces.msg.Time(sec=1697814646, nanosec=358766891), 
0.8098523056194189, 0.15292565642296094, -0.06647152840329572, builtin_interfaces.msg.Time(sec=1697814646, nanosec=457739654), 
0.8001041032615377, 0.15612384160800294, -0.06617688867599746, builtin_interfaces.msg.Time(sec=1697814646, nanosec=553896301), 
0.7884967038222237, 0.16640263018280796, -0.06747221835707568, builtin_interfaces.msg.Time(sec=1697814646, nanosec=668777480), 
0.7807976982404673, 0.15216849924071657, -0.06575568546382199, builtin_interfaces.msg.Time(sec=1697814646, nanosec=748784810), 
0.7709594117266182, 0.1466679660927777, -0.06182608688075277, builtin_interfaces.msg.Time(sec=1697814646, nanosec=859018320), 
0.7618836121321283, 0.16059317014861646, -0.059836759317350746, builtin_interfaces.msg.Time(sec=1697814646, nanosec=959569197), 
0.7462578168507751, 0.1557841147493812, -0.07822426460408853, builtin_interfaces.msg.Time(sec=1697814647, nanosec=67772066), 
0.7339422008008181, 0.14626921641991808, -0.09320507096161264, builtin_interfaces.msg.Time(sec=1697814647, nanosec=158861752), 
0.7239512390201025, 0.13752811483340507, -0.07874847390662938, builtin_interfaces.msg.Time(sec=1697814647, nanosec=257740820), 
0.712380379814268, 0.14244300869038343, -0.07184024567517977, builtin_interfaces.msg.Time(sec=1697814647, nanosec=358815334), 
0.6995514393008743, 0.14763060749944323, -0.07704865961456898, builtin_interfaces.msg.Time(sec=1697814647, nanosec=468776920), 
0.6895612970507474, 0.13788812959168179, -0.07588827858904591, builtin_interfaces.msg.Time(sec=1697814647, nanosec=558780341), 
0.677970341580427, 0.12811913953553714, -0.07603729152024392, builtin_interfaces.msg.Time(sec=1697814647, nanosec=657751469), 
0.6673824387937086, 0.13333060463144578, -0.07404750599524629, builtin_interfaces.msg.Time(sec=1697814647, nanosec=758561751), 
0.6571342072755886, 0.13866723026405867, -0.06600601346840164, builtin_interfaces.msg.Time(sec=1697814647, nanosec=868769597), 
0.6484881485606874, 0.1300066816545615, -0.06292378846497056, builtin_interfaces.msg.Time(sec=1697814647, nanosec=959038324), 
0.6386211741540405, 0.11815111184388678, -0.0666427283817798, builtin_interfaces.msg.Time(sec=1697814648, nanosec=53779297), 
0.6290136320406449, 0.12305283669126893, -0.06645910583343767, builtin_interfaces.msg.Time(sec=1697814648, nanosec=154666575), 
0.6192834672149558, 0.13066769749139812, -0.06119913254971257, builtin_interfaces.msg.Time(sec=1697814648, nanosec=264777498), 
0.6105363486082706, 0.12645847375041472, -0.05950953570487321, builtin_interfaces.msg.Time(sec=1697814648, nanosec=361793430), 
0.6018146852268543, 0.11443988594058846, -0.06126664673692308, builtin_interfaces.msg.Time(sec=1697814648, nanosec=454935513), 
0.5925653314984258, 0.1139685767032294, -0.06229610265691669, builtin_interfaces.msg.Time(sec=1697814648, nanosec=554124251), 
0.7801430400791459, 0.16733199364393944, 0.5112049022191595, builtin_interfaces.msg.Time(sec=1697814648, nanosec=669424376), 
0.7723105409731648, 0.15892982350148183, 0.5134344008509727, builtin_interfaces.msg.Time(sec=1697814648, nanosec=759909120), 
0.7635153157385313, 0.14461004512577885, -0.05849267585428316, builtin_interfaces.msg.Time(sec=1697814648, nanosec=858824696), 
