x, y, th, stamp, 
-0.6830887794494629,-1.5616202354431152,1.2692648909477597,620067765,
-0.6784342527389526,-1.5464560985565186,1.2692648909477597,670275999,
-0.6728571057319641,-1.5292888879776,1.2692648909477597,721869621,
-0.6670417785644531,-1.5100789070129395,1.268016510526072,771117842,
-0.6595247983932495,-1.4861372709274292,1.2652670839509732,831380873,
-0.6527878642082214,-1.4657628536224365,1.2640383558973056,881696719,
-0.6463792324066162,-1.4454840421676636,1.2629624230116894,931884381,
-0.641286313533783,-1.429386854171753,1.2602714763863143,971915073,
-0.6343415379524231,-1.408866286277771,1.2574743799398982,21212922,
-0.6275796890258789,-1.3881441354751587,1.2549248450765398,70585869,
-0.6194650530815125,-1.364098310470581,1.252908183533228,132852935,
-0.6142152547836304,-1.348057508468628,1.2509641796535294,171013215,
-0.605897843837738,-1.3240388631820679,1.2498484580270772,230885256,
-0.5992607474327087,-1.3036514520645142,1.2467412632975623,281134891,
-0.5922925472259521,-1.2835900783538818,1.2454877737896215,331887331,
-0.5866930484771729,-1.267409324645996,1.2438202259811908,371005286,
-0.5797508955001831,-1.2474819421768188,1.241349261515581,420879797,
-0.5729465484619141,-1.2273198366165161,1.2400752154579395,470000350,
-0.5658169984817505,-1.2068673372268677,1.238105888714742,520303040,
-0.5581943988800049,-1.186319351196289,1.2368164702447058,571167170,
-0.549817681312561,-1.1619703769683838,1.2336288462905722,629900132,
-0.5426257252693176,-1.1418485641479492,1.2311481480217747,681844236,
-0.5361419320106506,-1.1235073804855347,1.2302064218731856,727885390,
-0.5293793082237244,-1.1043486595153809,1.2278767326027713,775459351,
-0.5220152735710144,-1.083680272102356,1.2267886857577213,825211638,
-0.5161573886871338,-1.067624568939209,1.2251078041357473,866215165,
-0.508825957775116,-1.047883152961731,1.2227024735072416,916881380,
-0.5018094778060913,-1.028150200843811,1.2209794344340599,966244802,
-0.49280908703804016,-1.004374384880066,1.2205061496304865,25268001,
-0.48570042848587036,-0.9844077229499817,1.2174238974883917,76812050,
-0.47832217812538147,-0.9647810459136963,1.2147817110384458,126282107,
-0.47051680088043213,-0.9449943900108337,1.2126918834620157,176299156,
-0.46305549144744873,-0.9247676134109497,1.2117942999964133,225254946,
-0.4571123719215393,-0.9087395668029785,1.2103017776896816,266357172,
-0.44886282086372375,-0.8869506120681763,1.208368854105879,320928650,
-0.44126540422439575,-0.8670060038566589,1.2074696912524783,372306213,
-0.4319854974746704,-0.8433186411857605,1.2041938165091075,430357808,
-0.4240892827510834,-0.8236552476882935,1.203519457831342,481395202,
-0.4163307249546051,-0.8040968775749207,1.2013716542425814,532426356,
-0.40996554493904114,-0.7882479429244995,1.199527952062149,571123508,
-0.40215644240379333,-0.7685028314590454,1.1984944081766793,621215382,
-0.394231915473938,-0.7485224008560181,1.1955186004661968,671363622,
-0.3864377737045288,-0.7288845181465149,1.193026711828165,720750517,
-0.3785015344619751,-0.7090216279029846,1.1930268479999702,771278165,
-0.369089275598526,-0.685374915599823,1.1917974775016489,831319058,
-0.36148059368133545,-0.6658859252929688,1.188771692795499,881250027,
-0.35437676310539246,-0.6482443809509277,1.1866723578485943,926576473,
-0.34709852933883667,-0.6302900910377502,1.184904605243773,971000963,
-0.3391391932964325,-0.6107627749443054,1.1824078740985668,21034457,
-0.3308458626270294,-0.5909852385520935,1.180708732134905,70934813,
-0.32278579473495483,-0.5711387991905212,1.1786461412804845,121730812,
-0.31554654240608215,-0.5532817244529724,1.177063171846049,166916775,
-0.3049177825450897,-0.5279812812805176,1.1760159029614594,230929663,
-0.29665297269821167,-0.5081667304039001,1.1747436590254219,281851306,
-0.28901660442352295,-0.49001961946487427,1.1729393501526735,327003987,
-0.28179511427879333,-0.4730722904205322,1.1712801975383575,371869219,
-0.27370110154151917,-0.45371192693710327,1.170732139172941,421854901,
-0.2654154896736145,-0.434120774269104,1.1691142090035338,471301099,
-0.2570398449897766,-0.41419661045074463,1.1666299408043719,521005559,
-0.2468101531267166,-0.39041775465011597,1.1649077116301239,581578182,
-0.23833109438419342,-0.3707179129123688,1.1622106301034791,631881089,
-0.22997891902923584,-0.3512451946735382,1.1606813829011444,682160540,
-0.22210785746574402,-0.333296537399292,1.159799850537417,727597388,
-0.21475882828235626,-0.31619539856910706,1.1578577615917247,771093237,
-0.20608803629875183,-0.2965274453163147,1.155828006022241,821374401,
-0.1974366456270218,-0.2771221101284027,1.153670743529663,870956036,
-0.18718309700489044,-0.2535601556301117,1.1520816129722147,931442368,
-0.17833733558654785,-0.23437051475048065,1.15026012682266,981489614,
-0.16977842152118683,-0.21504735946655273,1.1477389649694512,31056274,
