e, e_dot, e_int, stamp, 
3.4687877714174737, 1.9121282631336575e-07, 0.6937575493159244, 56034000000, 
3.4687877574109187, 1.0477170242495504e-08, 0.6937575522064107, 56068000000, 
3.46878768543016, -2.866243790459559e-07, 0.6937575476172368, 56170000000, 
3.467672441494345, -0.0037177197219125566, 0.6936831922890282, 56238000000, 
3.45967307890484, -0.030382021751066784, 0.6930755470552897, 56340000000, 
3.449802729477982, -0.059565706721209644, 0.6918098833251444, 56442000000, 
3.439835954678298, -0.06612374742180609, 0.689954117537408, 56544000000, 
3.433148481793259, -0.05551415894907633, 0.6881858110633026, 56612000000, 
3.4230711050560916, -0.05588283207402197, 0.6864037027685099, 56714000000, 
3.4129645703114018, -0.06727970493952462, 0.6846122771440502, 56816000000, 
3.4028454721117107, -0.06741877648126948, 0.6825920764986136, 56918000000, 
3.396096318084715, -0.05622750742228918, 0.6807937573671886, 56986000000, 
3.386038854996959, -0.05602205704917207, 0.678998709679559, 57088000000, 
3.3792398863166797, -0.056188105893451024, 0.6774250039598901, 57156000000, 
3.3690254636089407, -0.056711304626727944, 0.6756202803281719, 57258000000, 
3.3622189091506702, -0.05673659055336492, 0.6740322839384194, 57326000000, 
3.3519960079336757, -0.05676485225088346, 0.6722160253795524, 57428000000, 
3.3451463801802386, -0.05690842990143885, 0.6706240864843057, 57496000000, 
3.334881335580864, -0.057048907842705, 0.6688015815796519, 57598000000, 
3.328059748422463, -0.056955439192584535, 0.6672058309455711, 57666000000, 
3.3212459944454995, -0.04545113711788229, 0.6656124718965885, 57734000000, 
3.3144365678594343, -0.045410601876763046, 0.6642494873818265, 57802000000, 
3.3042361533618343, -0.056699470278884036, 0.6626612477111179, 57904000000, 
3.297456154692028, -0.05660137722468761, 0.6610752583942198, 57972000000, 
3.2873817716019875, -0.05618127253282257, 0.65927160531039, 58074000000, 
3.2806302963322365, -0.05608619453263852, 0.6576978815084168, 58142000000, 
3.2705130562370064, -0.056229051216603786, 0.6559016749447487, 58244000000, 
3.260425342523989, -0.06734984602749201, 0.6541045796728822, 58346000000, 
3.253721862377777, -0.05597064619743186, 0.6523106840759181, 58414000000, 
3.246981084140672, -0.044814194611055846, 0.6507418859361626, 58482000000, 
3.2368324064992824, -0.05629818626164814, 0.6491690235345154, 58584000000, 
3.233447762485675, -0.045111072183323664, 0.6478174168750419, 58618000000, 
3.2233106958027737, -0.045072368988362164, 0.6462393909858488, 58720000000, 
3.21652811072715, -0.05639883919508352, 0.6448857712677065, 58788000000, 
3.2063443331617525, -0.056554542136737496, 0.643078875979445, 58890000000, 
3.1995751397683465, -0.05650990319601146, 0.6414965055771499, 58958000000, 
3.1928936730209085, -0.04483553380281317, 0.6399208763967338, 59026000000, 
3.1828607463638328, -0.0557146446817125, 0.6383553039435392, 59128000000, 
3.1761808442153074, -0.05570942935200366, 0.6367956842400032, 59196000000, 
3.169540444994626, -0.04440100456402233, 0.6352388023715844, 59264000000, 
3.1596381651573537, -0.05514226352651234, 0.6336906302911525, 59366000000, 
3.1530595357519102, -0.05493636414238612, 0.6321492097269259, 59434000000, 
3.1431459659423635, -0.05497399738330078, 0.6303895777901085, 59536000000, 
3.132910066499792, -0.06716489750706008, 0.6286077045462711, 59638000000, 
3.126086793296843, -0.056863908818402344, 0.6268095217159332, 59706000000, 
3.1191947284208807, -0.045717793596371514, 0.6252127725478345, 59774000000, 
3.112293207503291, -0.0459786193118387, 0.6238383152814009, 59842000000, 
3.105397086217661, -0.04599214067739924, 0.6224590014761221, 59910000000, 
3.095127714118158, -0.05721831128377689, 0.6208545338559407, 60012000000, 
3.084999802200423, -0.06799094672412724, 0.6190349735024161, 60114000000, 
3.078307845577348, -0.05606622846936767, 0.6172290241263952, 60182000000, 
3.071666474806873, -0.044444424645166215, 0.6156649415056429, 60250000000, 
3.061789229805293, -0.05506205257351571, 0.6141175700126342, 60352000000, 
3.055247574062183, -0.0547296691489659, 0.6125802185782899, 60420000000, 
3.0487619446272816, -0.043424283926705165, 0.6110532498996506, 60488000000, 
3.03905074477856, -0.05398943094540994, 0.6095373508978683, 60590000000, 
3.0293737843383677, -0.06462720096304626, 0.6078124315829474, 60692000000, 
3.0229481009917416, -0.05367547928939528, 0.6060915086739113, 60760000000, 
3.0165201776396136, -0.04284535566251376, 0.6045894708646481, 60828000000, 
3.00686382619756, -0.05361424931393799, 0.6030888069885945, 60930000000, 
2.9972396971693493, -0.06426826823421401, 0.6013749134004349, 61032000000, 
2.9907431956015675, -0.053735435319975565, 0.5996564479312317, 61100000000, 
2.980905261998502, -0.05444811723615809, 0.597925876984628, 61202000000, 
2.97428854869105, -0.05484882303505856, 0.596395800419408, 61270000000, 
2.9642919216568226, -0.055377801138930906, 0.594632382156425, 61372000000, 
2.9575920188240965, -0.055655099556511566, 0.5930781659447979, 61440000000, 
2.9475005233039595, -0.05597132784287714, 0.5912922975856586, 61542000000, 
2.9407249286098995, -0.05622363404732322, 0.5897211647158637, 61610000000, 
2.933935446284604, -0.04521692339785203, 0.5881440598798976, 61678000000, 
2.923752889803539, -0.05657346268786778, 0.5865608843132029, 61780000000, 
2.913560619249862, -0.06791609011580639, 0.5847499303558671, 61882000000, 
2.906759154820797, -0.05664578327580679, 0.5829381775916133, 61950000000, 
2.896556612435848, -0.05668002271337939, 0.5811250924337672, 62052000000, 
2.8897593959012693, -0.056665863065092914, 0.5795383442105276, 62120000000, 
2.879529119956799, -0.056758308263497405, 0.5777230085529278, 62222000000, 
2.8727081671679056, -0.056837429111212444, 0.5761331122017316, 62290000000, 
2.862497110573682, -0.05677336461038962, 0.5743156265132258, 62392000000, 
2.8556918950830648, -0.05672090694946933, 0.5727264781883101, 62460000000, 
2.8454945601727233, -0.05667516800319591, 0.5709122377219646, 62562000000, 
2.8386906964174177, -0.05667066221882363, 0.5693251434448804, 62630000000, 
2.8319025140700114, -0.045306820342373065, 0.5677391847106767, 62698000000, 
2.8217470798774693, -0.05647872179982786, 0.5661560193576598, 62800000000, 
2.814991849643984, -0.056368881420090965, 0.5645760962394311, 62868000000, 
2.8048793008523547, -0.05622593008371535, 0.5627745486915872, 62970000000, 
2.7981518288685043, -0.05613340258493249, 0.5612015319576561, 63038000000, 
2.791434340223704, -0.04481653542883546, 0.5596310313296375, 63106000000, 
2.7847216318275194, -0.044767323469949716, 0.5582871867279818, 63174000000, 
2.774665287194184, -0.05589684343173307, 0.5567214172830272, 63276000000, 
2.767977152567945, -0.0558149308652478, 0.5551576047726433, 63344000000, 
2.7613049078578893, -0.04453459778764953, 0.5535964898413346, 63412000000, 
2.7513086715071102, -0.055561603536116166, 0.5520393821288629, 63514000000, 
2.7413323727371055, -0.06657511706927928, 0.5502630634734736, 63616000000, 
2.7346918843177437, -0.05538929063122181, 0.5484888619041307, 63684000000, 
2.7280634870594067, -0.04422961892566265, 0.5469391829409503, 63752000000, 
2.7214446830443713, -0.04415733757790807, 0.5456133369614348, 63820000000, 
2.7115333096746395, -0.05510059128255751, 0.5440694319852278, 63922000000, 
2.704936107389283, -0.05502858551696151, 0.5425276066738862, 63990000000, 
2.6950545557199512, -0.054929179848960764, 0.5407682648522582, 64092000000, 
2.6884731488734914, -0.05487652838597127, 0.5392309207988484, 64160000000, 
