imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, x, y, stamp, 
-0.007176637649536133, -0.012647926807403564, -0.005126169749668666, -0.0, 0.0, -1.2424678175193549e-07, 0.0, 0.0, 1700230498532791353, 
0.0035901665687561035, -0.007291734218597412, 0.0015233488116398715, 1.8401236310857798e-11, -8.6459882114542e-05, -2.1282976405727515e-07, 6.1757705777895335e-06, 0.0, 1700230498578847522, 
-0.005305647850036621, -0.0038043856620788574, -0.0037033145146566767, -2.9656039351416362e-12, -1.469248126512835e-05, 2.0184500368772323e-07, -1.2840599630905172e-06, 9.893530399073574e-14, 1700230498621286113, 
-0.0031075477600097656, -0.021440625190734863, -0.003245564867374465, -1.599545934300317e-11, -8.74676566213275e-05, 1.8287284649973062e-07, 5.862867593409261e-06, -4.880655027704522e-14, 1700230498671794213, 
-0.6455180644989014, 0.724409818649292, -0.4948855556524364, -8.042577086310537e-06, -0.002687028358073688, 0.0029931120980339057, 0.0002960240778795938, -2.0257418051600872e-10, 1700230498738768630, 
0.09540784358978271, 0.09588158130645752, -0.04272998606631628, 0.001323324173758137, 0.0022723429947799356, 0.5823611034065278, 0.0013481885725904977, -1.0491621568127872e-06, 1700230498831787432, 
0.1405409574508667, 0.08115202188491821, 0.09783649625348903, 0.04810656392977174, 0.04658403834158711, 1.032683417805481, 0.002953158121245512, 2.3096803095605663e-05, 1700230498932753496, 
0.03905397653579712, -0.33062636852264404, 0.05182961772787062, -0.11335846181067209, -0.11155182950018946, 1.0161954520923349, 0.0033576329612434964, 0.00013447197983414475, 1700230499021337889, 
0.08195948600769043, -0.1253604292869568, 0.07524342794243646, -0.05073195417070419, -0.05087504293165075, 0.997187446875695, -0.0066108154506597325, -0.0018355259937456179, 1700230499137769006, 
-0.2204151749610901, -0.08761310577392578, -0.15089981846640768, -0.017171452793649417, -0.017149934361032383, 1.0012547239052954, -0.010953283453983895, -0.003164786624921073, 1700230499231781401, 
-0.0873754620552063, -0.01020193099975586, -0.1019413938542563, 0.02103537047946091, 0.02064371398573283, 1.0189721914379728, -0.01170379104725088, -0.0034934665547100155, 1700230499331759671, 
-0.31839317083358765, 0.1208573579788208, -0.2671351605246402, 0.09062270786029626, 0.08741925149134816, 1.0366447471729399, -0.008655549088194435, -0.0018795470187547155, 1700230499421439682, 
