imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.014778971672058105, -0.006234169006347656, 0.009094751798189605, 0.0, 0.0, 3.673132176537855e-07, 0.0, 0.0, 1700230725832418755, 
-0.016724884510040283, -0.020845413208007812, -0.008697322387965585, 1.4732064578386407e-11, 0.00012896147353685656, 1.1423616816983759e-07, -7.93656186662602e-06, 0.0, 1700230725932384529, 
0.02290135622024536, -0.00016933679580688477, 0.013293775948107578, 1.2131567458558177e-11, -6.906841711052736e-06, -1.7564565638075251e-06, 7.727544467189029e-06, 3.642192486732163e-13, 1700230726122441056, 
0.02148151397705078, -0.024451136589050293, 0.01898658501332947, -1.901401347609243e-10, 0.0004579186500338584, -4.1522688527070334e-07, -3.6722100823035107e-05, 1.0433988285597424e-12, 1700230726232393860, 
0.0002378225326538086, 0.016859889030456543, 0.00591191714918924, 3.053276206130208e-09, 0.0005812943890481609, 5.252547183759657e-06, -4.883496856083652e-05, 4.464237865264895e-12, 1700230726332407539, 
0.12173503637313843, 0.15743178129196167, 0.08657055278464659, 0.0005197288201410575, 0.0009892420208931264, 0.5253808564175488, -0.000114172134206923, 4.930220653182099e-07, 1700230726429470564, 
-0.05443459749221802, 0.3072473406791687, -0.010594901012856872, 0.1083334737444954, 0.11186276865507215, 0.968449780449657, 0.004557943934872147, 7.561585316395019e-05, 1700230726522402590, 
0.523105263710022, 0.1805509328842163, 0.3610626520562462, 0.10933350867354515, 0.10944239727873288, 0.9990050601239078, 0.015149013199432779, 0.0011079366035493476, 1700230726632392727, 
-0.017900466918945312, 0.2697489261627197, 0.09726491369528362, 0.15237767887389242, 0.15567126206811704, 0.9788427025613535, 0.02648331409548912, 0.003284412836283177, 1700230726732412869, 
0.13274818658828735, -0.17530125379562378, 0.11993675353511045, -0.016804681664207857, -0.01689746076373741, 0.9945092874706559, 0.03681231542693038, 0.006541036588840855, 1700230726828453455, 
0.08326965570449829, 0.004068911075592041, 0.09474367819464916, 0.02568372006175536, 0.025465290891894105, 1.0085775250237092, 0.035960838773412204, 0.006169394113517291, 1700230726943385401, 
0.19319742918014526, 0.11299890279769897, 0.16386485526081954, 0.08438050781229373, 0.08486338759483347, 0.9943099162521631, 0.03928543749381848, 0.007911191386603296, 1700230727032412895, 
0.3256552219390869, -0.0002040863037109375, 0.27599300477865396, 0.054589583219646395, 0.05293091036949724, 1.0313365638068641, 0.045223369857812175, 0.011947161251206219, 1700230727132413607, 
0.2922819256782532, 0.10062628984451294, 0.28755429491450996, 0.1153129565167578, 0.09898047355587587, 1.1650071208404758, 0.04951739219474069, 0.015520343682119722, 1700230727233477074, 
-0.4087231755256653, -0.2158057689666748, -0.1989967992140032, -0.030264190119551528, -0.022004961177174903, 1.3753348563479257, 0.0538871188008477, 0.02020039015331641, 1700230727342457931, 
-0.12028634548187256, -0.3498295545578003, -0.14504703125629126, -0.1315160962539831, -0.11537348927230087, 1.1399160854326158, 0.051765584115524475, 0.017414767723264047, 1700230727432400830, 
