x, y, th, stamp, 
1.5964189767837524,1.5134668350219727,-1.8647780493528174,425173944,
1.5948694944381714,1.5080227851867676,-1.8536106409607838,476139344,
1.593490481376648,1.501169204711914,-1.8393314949236022,523520268,
1.5914149284362793,1.4924888610839844,-1.8195068520458688,573259499,
1.5888299942016602,1.4797247648239136,-1.7910532334674503,633408708,
1.5871918201446533,1.4727745056152344,-1.7739538516366071,664330532,
1.5837620496749878,1.4537436962127686,-1.733730209327171,733339169,
1.5817166566848755,1.440657138824463,-1.7069933567480913,774280950,
1.5795023441314697,1.4239137172698975,-1.6736135540485686,824229998,
1.5779471397399902,1.4064501523971558,-1.6429972574529113,873162009,
1.5767959356307983,1.3892607688903809,-1.6102433960342621,923268300,
1.5762993097305298,1.3720895051956177,-1.5783193479828896,973361150,
1.5762887001037598,1.3580337762832642,-1.5523117554685946,13602001,
1.5771714448928833,1.3337223529815674,-1.5062923262446881,83102458,
1.5784046649932861,1.3163930177688599,-1.4720845251388641,134140828,
1.5796561241149902,1.3026132583618164,-1.4448856953521794,174250825,
1.582151174545288,1.2854713201522827,-1.412059321299271,224161090,
1.5847764015197754,1.2686257362365723,-1.3790527076658659,273155421,
1.5881586074829102,1.2518099546432495,-1.3458006260365383,323607320,
1.5920591354370117,1.235291600227356,-1.312322366578657,373249715,
1.595816969871521,1.2220699787139893,-1.2844689770718367,414492782,
1.6030513048171997,1.1993223428726196,-1.2389895694867188,483113876,
1.6087672710418701,1.1832982301712036,-1.2064168470141143,533130959,
1.6136791706085205,1.1703996658325195,-1.179337588366674,574166762,
1.6203532218933105,1.1546118259429932,-1.1441358016460743,625147813,
1.627639651298523,1.1392858028411865,-1.1115703706903362,673176885,
1.6353446245193481,1.124032974243164,-1.0756444196200439,723251735,
1.643559217453003,1.1092489957809448,-1.0393450449723012,774252567,
1.6542150974273682,1.0918798446655273,-0.9991226426082654,833378463,
1.6635111570358276,1.0776798725128174,-0.9653753027673497,883126098,
1.6733561754226685,1.0637762546539307,-0.9314585337994847,934148137,
1.6815474033355713,1.053020715713501,-0.9051826616476017,974356595,
1.692181944847107,1.0395876169204712,-0.8714760661538108,25127547,
