imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.0015349388122558594, 0.027291536331176758, 0.0005903610816368689, -0.0, 0.0, -1.778168958231309e-12, 0.0, 0.0, 1700230616277331111, 
0.01942265033721924, -0.0032011866569519043, 0.010047570414356236, -6.62201517028911e-16, 0.0002084053244559475, -3.1774692837508885e-12, -8.015589401932897e-06, 0.0, 1700230616327156140, 
0.006426692008972168, 0.010731816291809082, 0.008114235272637849, 6.175049239482227e-10, 0.0005209935400063052, 1.1852448764350313e-06, -2.4363165614340137e-05, 4.1933234941442876e-13, 1700230616377011401, 
-0.0657535195350647, 0.008708596229553223, -0.031457756251125464, -1.5522236482160272e-09, -0.0005205865718042044, 2.9816820722756317e-06, 3.5048896392236494e-05, 5.2443094986814975e-12, 1700230616437860338, 
-0.02399963140487671, 0.972254753112793, -0.027399671900440598, -0.0002540811729717123, -0.0014901609722533268, 0.17050585655018655, 0.00014008430024176863, -1.7512938267251704e-07, 1700230616487194529, 
0.1373423933982849, -0.04427182674407959, 0.06119944639527958, 0.0017707197996558717, 0.003464841603050807, 0.511053607211581, 0.00022406285577216531, -1.1714614676172742e-06, 1700230616536299722, 
-0.13537901639938354, -0.23081642389297485, -0.045579534461929375, -0.03332326119407933, -0.03825038087717453, 0.8711876961717943, -0.0029197463698583575, -0.00010907365624692643, 1700230616627130784, 
-0.14605528116226196, 0.03221440315246582, -0.09799193398496184, 0.010466584312233683, 0.011054841837470193, 0.9467873413400975, -0.002254020304426259, -0.000249208803978132, 1700230616727204271, 
0.024301111698150635, -0.08496898412704468, -0.03260451804700831, -0.006346140771915912, -0.0064499997882684415, 0.983897826393509, -0.001934475612956177, -0.00010891312164089574, 1700230616837169502, 
-0.011252820491790771, 0.0003854036331176758, -0.020294932260997108, 0.01836641433854549, 0.018490130587444954, 0.9933090657032208, -0.0009881000417660043, 0.00011272965119874949, 1700230616937152966, 
0.5017510056495667, 0.0946398377418518, 0.2613425277339342, 0.06676758169916344, 0.06693814056184384, 0.9974519928213001, 0.0023694981327368175, 0.0016345704622247308, 1700230617077375534, 
0.542904794216156, 0.3283306360244751, 0.41481177497239924, 0.17050874056868828, 0.17138016607554765, 0.9949152487897858, 0.011403076894545597, 0.006754087214974183, 1700230617177552904, 
0.07369422912597656, 0.2771363854408264, 0.23114909133832334, 0.22887833923008158, 0.19063355232944457, 1.2006193895738986, 0.024455917466642673, 0.016484257284998884, 1700230617337155152, 
-0.7987779974937439, -0.827129602432251, -0.33398202156504414, -0.24875386522735396, -0.19593734853061534, 1.2695581883332774, 0.02299258561123116, 0.016646199598795004, 1700230617427182276, 
0.05240166187286377, 0.3014078736305237, -0.11791537655707063, 0.05631907903766672, 0.05436961406022123, 1.0358557810486977, 0.020099960540890555, 0.011902924757618241, 1700230617527276921, 
-0.013901472091674805, 0.3446369171142578, -0.058054128126131234, 0.19413446983218322, 0.17065682880447758, 1.1375722330725135, 0.026416038700829002, 0.020909993704416593, 1700230617638654269, 
-0.117409348487854, 0.3150072693824768, -0.08845348339879791, 0.26190700333579947, 0.21117826284858313, 1.240217623740893, 0.035339468701488345, 0.03807373709378399, 1700230617737162565, 
-0.8657692074775696, 0.1688927412033081, -0.5067520193680095, 0.19271845745720506, 0.1629196605423442, 1.1829048551639716, 0.04258342791672934, 0.057207281514371364, 1700230617827143654, 
0.22937816381454468, 0.02615201473236084, -0.11232163082756041, 0.10263977237560824, 0.09998713971739374, 1.0265297383814755, 0.046277232236640466, 0.07230304613212121, 1700230617927241422, 
0.331345796585083, 0.5002573728561401, 0.13093360377619884, 0.26030469363658376, 0.25390674555607856, 1.025198023260442, 0.04877961090900715, 0.08903141050468306, 1700230618027183342, 
-0.1367936134338379, -0.7323631644248962, -0.023874134036079186, -0.08694978682300145, -0.09132352905115859, 0.9521071702594079, 0.04836489429992865, 0.09765749093931503, 1700230618137167286, 
