e, e_dot, e_int, stamp, 
1.414208192003265, -1.7901232767236763e-05, 0.14155874210056882, 1700231894841335489, 
1.4142798206544585, 0.00022818232706075156, 0.15545604222946796, 1700231894902011414, 
1.4142798206544585, 0.00023876217064492758, 0.08581128761548748, 1700231894902011414, 
1.41370153654843, -0.0019276136867614941, 0.1386452574028843, 1700231895000057186, 
1.41370153654843, -0.0019276136867614941, 0.13862635796568065, 1700231895000057186, 
1.4092524924684051, -0.014830146933416296, 0.12849092110485608, 1700231895091042341, 
1.4092524924684051, -0.014830146933416296, 0.12835598878311513, 1700231895091042341, 
1.3991851765315018, -0.033557719789677844, 0.21120029497118503, 1700231895241266957, 
1.3842684358275947, -0.08328018880270127, 0.36362680394741764, 1700231895351227621, 
1.3609979411101374, -0.12729078473788125, 0.289803272599139, 1700231895451043765, 
1.3350408080539315, -0.16409209257887727, 0.25869180603335346, 1700231895541427864, 
1.3100482036480279, -0.16983245820703172, 0.25428041227844905, 1700231895641464304, 
1.2807777098420499, -0.18087699403960564, 0.2743529406207934, 1700231895751078084, 
1.2445123433843206, -0.21845286754569093, 0.2616701752826766, 1700231895846142607, 
1.1954829315764008, -0.2843159275521634, 0.24195036009113985, 1700231895946158806, 
1.1645183032322308, -0.26664680050696593, 0.22869048702694944, 1700231896036479374, 
1.1241527846084534, -0.23776715655982494, 0.23329279664001568, 1700231896147033505, 
1.0982439032584566, -0.22091466657924755, 0.2379557035611058, 1700231896247251452, 
1.0623433855720907, -0.20603133012120875, 0.2169224705444922, 1700231896345151894, 
1.0229113523308584, -0.2511085030919939, 0.20172420068558686, 1700231896437348157, 
0.9945197401436581, -0.22607881809477556, 0.20725821665582575, 1700231896547041563, 
0.9538694405611344, -0.23013970589907987, 0.2077025071933681, 1700231896647056840, 
0.9137937789800877, -0.2690865372119011, 0.18517014491269318, 1700231896741127840, 
0.8740405343423849, -0.2660963540624983, 0.1774688572446586, 1700231896841245060, 
0.8342383067592927, -0.2651849074026502, 0.1834662630287397, 1700231896951037659, 
0.7931012527893505, -0.2697976051767814, 0.17492483429994438, 1700231897051039047, 
0.7502013169851782, -0.28012329924704815, 0.15062428137241624, 1700231897141096576, 
0.702047012401702, -0.3035141346254951, 0.14259804971032577, 1700231897241563566, 
0.6569787360806792, -0.3107419363483299, 0.14776754917525983, 1700231897351269608, 
0.6194311993355143, -0.275386043553959, 0.13815098214566943, 1700231897451046490, 
0.5785643870408193, -0.2613811634662, 0.11740895561434216, 1700231897541151949, 
0.5341426785920146, -0.28429506914499897, 0.10973211095769106, 1700231897641098485, 
0.4911572050418177, -0.29135727333000516, 0.11221744418639452, 1700231897751052711, 
0.4517632105230883, -0.2745982268964209, 0.10337286427102324, 1700231897851054711, 
0.4126930900497939, -0.26154704997341277, 0.08592470892062157, 1700231897941205823, 
0.3715949501505977, -0.2672275345749688, 0.07836391841210054, 1700231898041250510, 
0.33519315510618886, -0.2583331164786834, 0.07832240765346887, 1700231898151095211, 
0.297920937284642, -0.24558004288651902, 0.07028404731922182, 1700231898251114394, 
0.2595856451335262, -0.25202503324220876, 0.05655446136466634, 1700231898341151707, 
0.2395928113675995, -0.1944270863901416, 0.05310181094013084, 1700231898450970816, 
0.21369860151223888, -0.15295681207095782, 0.049909891793092714, 1700231898551187468, 
0.18820267226237622, -0.1713004636840776, 0.04278106519641769, 1700231898651039996, 
0.1698300985830622, -0.1462283430972556, 0.036391629389429254, 1700231898742142335, 
0.15294145412266896, -0.11753739379902418, 0.03235822339439641, 1700231898841019579, 
0.14209188459156047, -0.09246071330500576, 0.032372925366681064, 1700231898951061274, 
0.1425401941391755, -0.034670866611644834, 0.030636317815840797, 1700231899051061884, 
0.13154522410336342, -0.03515553496065684, 0.026506949469718127, 1700231899142135722, 
0.1170169495364456, -0.0850774820090997, 0.024877173052650584, 1700231899241885375, 
0.10619755411275686, -0.08449223330202187, 0.024709113306410804, 1700231899351086553, 
0.09894336574318136, -0.060245279310880834, 0.022461752347193824, 1700231899451053809, 
0.09582872156326878, -0.03456277516496025, 0.01915904848555889, 1700231899542059786, 
0.09216839759819785, -0.022583227149945012, 0.018168812779491755, 1700231899641011104, 
0.08403372180866027, -0.03931666584869505, 0.018950087581504974, 1700231899751044409, 
0.0761241939708106, -0.053480678757957485, 0.01766811446297238, 1700231899851073791, 
0.07052616333447304, -0.04502519491395745, 0.014701614087706687, 1700231899942235940, 
0.06546051277780285, -0.03554560397669252, 0.013430681837715673, 1700231900041031267, 
0.06180481016022859, -0.029071177247481487, 0.013777336538502962, 1700231900151203527, 
0.05647402085853294, -0.02995497306423303, 0.01286292534282976, 1700231900251050391, 
0.04875061348490313, -0.043513988917751524, 0.010571162201817074, 1700231900341071168, 
0.04228706302202635, -0.047289859455021954, 0.009342166613210823, 1700231900441045492, 
0.03921508699660456, -0.03178508829432857, 0.009161516857275384, 1700231900552080515, 
0.036141005727530776, -0.02048685764831859, 0.008199260206320225, 1700231900650133564, 
0.03279727743575318, -0.02139269853617125, 0.006886086251020215, 1700231900743089438, 
0.029133164162854972, -0.02335947188225268, 0.00620885226768428, 1700231900840062002, 
0.02522935956699305, -0.025226392895867113, 0.006103494654192291, 1700231900953168898, 
0.023349235081304952, -0.019279763605166735, 0.005413954815066445, 1700231901049063377, 
0.022680059945931412, -0.008497665403538792, 0.004465359386099597, 1700231901141161195, 
0.019099420055709734, -0.014166050085317392, 0.004124690274932063, 1700231901239057465, 
0.015392589344879894, -0.024291568670171727, 0.004000708590536993, 1700231901351091077, 
0.0138643806792347, -0.01745013125491678, 0.0033852306256771806, 1700231901449075042, 
0.011486382658526716, -0.013020688954510593, 0.002581985233697596, 1700231901541206892, 
