x, y, theta, stamp, 
1.245441438868511e-07, -1.4377569357293396e-07, 1.4301965692341417e-06, 1697812103329591827, 
1.245441438868511e-07, -1.4377569357293396e-07, 1.4301965692341417e-06, 1697812103489675361, 
1.245441438868511e-07, -1.4377569357293396e-07, 1.430192931167419e-06, 1697812103540601322, 
1.245441438868511e-07, -1.4377569357293396e-07, 1.4301965692341417e-06, 1697812103581262558, 
1.245441438868511e-07, -1.4377569357293396e-07, 1.430192931167419e-06, 1697812103629626541, 
0.0004265143070369959, -7.12164182914421e-05, 0.002972413803587985, 1697812103679563529, 
0.0035708898212760687, 5.9978563513141125e-05, 0.012140127328150703, 1697812103729471675, 
0.008573091588914394, 0.000179319700691849, 0.025538225136814564, 1697812103779580398, 
0.01581943780183792, 0.0003998775500804186, 0.044702444552398725, 1697812103835434588, 
0.023914683610200882, 0.0010601538233458996, 0.06875902001143686, 1697812103884443636, 
0.032713647931814194, 0.0014942712150514126, 0.09377096850425089, 1697812103936896483, 
0.048225320875644684, 0.003300223732367158, 0.13698514834178782, 1697812104033839656, 
0.06161656230688095, 0.005436096340417862, 0.17561723730748677, 1697812104125541968, 
0.07610582560300827, 0.008253654465079308, 0.22020379112939434, 1697812104236039811, 
0.08834747970104218, 0.01136106438934803, 0.2576525189638105, 1697812104339911495, 
0.09845361113548279, 0.01429170835763216, 0.28824698922121317, 1697812104429835527, 
0.10838554054498672, 0.01750277727842331, 0.31490164651684494, 1697812104529880454, 
0.11648552119731903, 0.02037803828716278, 0.3404251425213684, 1697812104621772312, 
0.12761947512626648, 0.02484632097184658, 0.37000306317473064, 1697812104739721436, 
0.1357698291540146, 0.02833538129925728, 0.3890012406306382, 1697812104829574727, 
0.14485645294189453, 0.03240382671356201, 0.4087299883701059, 1697812104929921379, 
0.15306496620178223, 0.03619212657213211, 0.4242085000408472, 1697812105021437355, 
0.1636682003736496, 0.04135558754205704, 0.444797467383258, 1697812105139802765, 
0.17175230383872986, 0.04548558220267296, 0.4588703738765444, 1697812105229757309, 
0.18153324723243713, 0.05080333352088928, 0.47666971424712873, 1697812105329473148, 
0.1955517679452896, 0.05867321789264679, 0.5021177638348592, 1697812105420460843, 
0.21423588693141937, 0.06948741525411606, 0.535326656212949, 1697812105540459645, 
0.22661589086055756, 0.07759834825992584, 0.5540998959802296, 1697812105629553744, 
0.24036982655525208, 0.08662883192300797, 0.5764348290830771, 1697812105729572393, 
0.2525002360343933, 0.09491275250911713, 0.5951516738187543, 1697812105819757805, 
0.26862409710884094, 0.10635239630937576, 0.6203539471567696, 1697812105940459533, 
0.2797969877719879, 0.11484083533287048, 0.6388685284311063, 1697812106029472957, 
0.29078996181488037, 0.12334465980529785, 0.6542773363568996, 1697812106129786231, 
0.2996906042098999, 0.13039587438106537, 0.6676681102314448, 1697812106219444904, 
0.311364084482193, 0.13999366760253906, 0.6829870437844351, 1697812106340928807, 
0.32019153237342834, 0.14769937098026276, 0.695393946811474, 1697812106431475756, 
0.3298741579055786, 0.15625227987766266, 0.7091634247541636, 1697812106529535696, 
0.3376898765563965, 0.1633937507867813, 0.7168751955481301, 1697812106620471693, 
0.3484078049659729, 0.17295683920383453, 0.7223407994559324, 1697812106740624622, 
0.356785386800766, 0.18052004277706146, 0.7303047711127092, 1697812106830492862, 
0.366036593914032, 0.18914835155010223, 0.7389574526435851, 1697812106929464578, 
0.3748187720775604, 0.19739598035812378, 0.7473862462692669, 1697812107019520225, 
0.39284709095954895, 0.21526925265789032, 0.7742541574922076, 1697812107139713944, 
0.41115283966064453, 0.23360508680343628, 0.8017745057090022, 1697812107230470339, 
0.426404744386673, 0.2495676428079605, 0.817113958521902, 1697812107329518049, 
0.44180718064308167, 0.2665388584136963, 0.8361027495100537, 1697812107440376884, 
0.45656320452690125, 0.28316834568977356, 0.8523210503549287, 1697812107539491983, 
0.4690493941307068, 0.2977519631385803, 0.8665386315937518, 1697812107630474492, 
0.48199355602264404, 0.3131544888019562, 0.8790961537601434, 1697812107729507370, 
0.4921545684337616, 0.3257824182510376, 0.8835325992059043, 1697812107819577063, 
0.5032702684402466, 0.3397181034088135, 0.8863762108853758, 1697812107939492215, 
0.5119760036468506, 0.3505922257900238, 0.8878708114341257, 1697812108031724748, 
0.5221231579780579, 0.3628532290458679, 0.8929052212977078, 1697812108128449435, 
0.531087338924408, 0.37437888979911804, 0.8946179257956336, 1697812108220591421, 
0.5422569513320923, 0.38843247294425964, 0.8988086917300993, 1697812108338492100, 
0.550911545753479, 0.3994235694408417, 0.9001978780655234, 1697812108430496279, 
0.5605953931808472, 0.4119408428668976, 0.9039796569489282, 1697812108528445431, 
0.5695878267288208, 0.42338109016418457, 0.9109217983273425, 1697812108619496244, 
0.5826120376586914, 0.44057968258857727, 0.9207970695811528, 1697812108738496586, 
0.596894383430481, 0.45995402336120605, 0.9408615174837414, 1697812108829504956, 
0.6153068542480469, 0.4860136806964874, 0.9663492616926943, 1697812108928462742, 
0.62873774766922, 0.5056670308113098, 0.9775996034767969, 1697812109019797895, 
0.6450985670089722, 0.5306392908096313, 0.9898972000796659, 1697812109137735840, 
0.6580517888069153, 0.5513113141059875, 0.9995138568895687, 1697812109229489095, 
0.6713216304779053, 0.5724166035652161, 1.0112443238857984, 1697812109327561775, 
0.6858050227165222, 0.5961047410964966, 1.021073085641738, 1697812109439842364, 
0.6979874968528748, 0.6161168217658997, 1.026412666733656, 1697812109537509621, 
0.7061859369277954, 0.6304000616073608, 1.0260895479592909, 1697812109630483741, 
0.7160643935203552, 0.6466119289398193, 1.0270652118013461, 1697812109731543719, 
0.7276718616485596, 0.6658967137336731, 1.0289801260866827, 1697812109840514506, 
0.736902117729187, 0.681685209274292, 1.0273833985155194, 1697812109936600634, 
0.7455216646194458, 0.6961106061935425, 1.0280180364743312, 1697812110029514586, 
0.7547600865364075, 0.7116093039512634, 1.0262229665341165, 1697812110130625688, 
0.763502836227417, 0.7259828448295593, 1.0282141072273558, 1697812110220789041, 
0.7751097679138184, 0.7455764412879944, 1.0320374290746979, 1697812110336514726, 
0.7849752902984619, 0.7624861001968384, 1.0382370060000665, 1697812110429521448, 
0.7995856404304504, 0.7878193259239197, 1.0531718073154819, 1697812110530573228, 
0.8173540234565735, 0.8193708062171936, 1.0706524628310017, 1697812110639521476, 
0.83086758852005, 0.8449934124946594, 1.0764969503472397, 1697812110735512587, 
0.8442313075065613, 0.8703267574310303, 1.0873533216265483, 1697812110830527608, 
0.858537495136261, 0.8979427218437195, 1.094165076815622, 1697812110931605513, 
0.8732655048370361, 0.9272444844245911, 1.100252460600836, 1697812111039529499, 
0.8858750462532043, 0.952781617641449, 1.1076588085123587, 1697812111141622017, 
0.8963462710380554, 0.9737402200698853, 1.1099533984045387, 1697812111229531124, 
0.9064323902130127, 0.994766891002655, 1.112117496927442, 1697812111329572979, 
0.9179073572158813, 1.0178980827331543, 1.110735984145911, 1697812111439512539, 
0.9282629489898682, 1.0391645431518555, 1.110735984145911, 1697812111541519017, 
0.9369844198226929, 1.0573889017105103, 1.1118824608770306, 1697812111629534372, 
0.9469630122184753, 1.0774191617965698, 1.1129842170094988, 1697812111729558047, 
0.9577545523643494, 1.0996689796447754, 1.112984894213306, 1697812111839522514, 
0.967771589756012, 1.120095133781433, 1.111785795446401, 1697812111940680441, 
0.9774998426437378, 1.1396069526672363, 1.1119373508972799, 1697812112034525331, 
0.9863070845603943, 1.157936692237854, 1.1167633928963594, 1697812112125598690, 
0.9977034330368042, 1.1814767122268677, 1.1230511930496159, 1697812112235699593, 
1.0110838413238525, 1.2099019289016724, 1.1416337682517592, 1697812112337002384, 
1.0240073204040527, 1.2390639781951904, 1.1549715567987262, 1697812112434039058, 
1.0348644256591797, 1.2643637657165527, 1.158482359473616, 1697812112525604832, 
1.0480668544769287, 1.2953542470932007, 1.168466614352765, 1697812112635953637, 
1.0599262714385986, 1.3238457441329956, 1.1736525256886403, 1697812112736222216, 
1.0717908143997192, 1.3515398502349854, 1.1769680647292386, 1697812112834266764, 
1.082572340965271, 1.3776494264602661, 1.1784108844769772, 1697812112925619245, 
1.0941818952560425, 1.405967354774475, 1.1779263225682888, 1697812113027153155, 
1.107424020767212, 1.437982201576233, 1.1754689961480622, 1697812113140887756, 
1.117395281791687, 1.4625087976455688, 1.1754689961480622, 1697812113230830581, 
1.1289278268814087, 1.4897679090499878, 1.1763299892908914, 1697812113330802607, 
1.1388213634490967, 1.5135362148284912, 1.1733890659975132, 1697812113420934429, 
1.1513550281524658, 1.5442286729812622, 1.1722391246504518, 1697812113540512343, 
1.1606885194778442, 1.5669716596603394, 1.1728281901044209, 1697812113630509217, 
1.1708823442459106, 1.5918577909469604, 1.1739958856014543, 1697812113730637888, 
1.1800037622451782, 1.6136159896850586, 1.175337590964037, 1697812113820833259, 
1.1918249130249023, 1.6425093412399292, 1.1795111859946197, 1697812113940526624, 
1.2003371715545654, 1.6636791229248047, 1.181680883062937, 1697812114030552000, 
1.2101138830184937, 1.6875876188278198, 1.18787861164832, 1697812114130638131, 
1.2204699516296387, 1.7143580913543701, 1.2000870819846634, 1697812114220920963, 
1.2332878112792969, 1.749428391456604, 1.2143894256934775, 1697812114340554293, 
1.2427738904953003, 1.775330901145935, 1.2185290704935725, 1697812114430574591, 
1.2532740831375122, 1.8039971590042114, 1.2203410648454707, 1697812114530636304, 
1.2627557516098022, 1.8303474187850952, 1.2234009530058136, 1697812114621193971, 
1.2751291990280151, 1.8650732040405273, 1.2277398990635893, 1697812114740555002, 
1.284518837928772, 1.8910585641860962, 1.227858621151808, 1697812114831552840, 
1.2949169874191284, 1.9199130535125732, 1.2260887777349756, 1697812114930731623, 
1.3045780658721924, 1.946249008178711, 1.2232365010352797, 1697812115020924047, 
1.3172805309295654, 1.9811246395111084, 1.2242517273644296, 1697812115140727250, 
1.3264492750167847, 2.006716251373291, 1.2268565976841095, 1697812115230570729, 
1.3367774486541748, 2.0358691215515137, 1.2271444250518575, 1697812115330625016, 
1.3461841344833374, 2.0620315074920654, 1.225855221132763, 1697812115420975512, 
1.3581690788269043, 2.096468687057495, 1.2289702526514683, 1697812115540737351, 
1.367056131362915, 2.122575283050537, 1.2321072280138106, 1697812115630561340, 
1.377476453781128, 2.1517174243927, 1.2330739768771704, 1697812115730630974, 
1.3866022825241089, 2.17799973487854, 1.2330165738448042, 1697812115820511674, 
1.3985118865966797, 2.21268630027771, 1.236971105731478, 1697812115940706136, 
1.407388687133789, 2.238694190979004, 1.2402567366145687, 1697812116030569778, 
1.4173023700714111, 2.26755428314209, 1.2408973183535263, 1697812116130760432, 
1.4259921312332153, 2.2929394245147705, 1.2435200523999788, 1697812116220610794, 
1.4352648258209229, 2.3208160400390625, 1.245820560491383, 1697812116322724605, 
1.4450510740280151, 2.349428176879883, 1.243741409195033, 1697812116431578887, 
1.4536170959472656, 2.3749892711639404, 1.242491935448593, 1697812116529537799, 
1.4618725776672363, 2.3985180854797363, 1.2420161352708734, 1697812116622095456, 
1.4715250730514526, 2.427302122116089, 1.2400610439207023, 1697812116737664848, 
