e, e_dot, e_int, stamp, 
p_error, i_error, d_error, stamp, 
2.236045197255735, 0.24495115104174028, 0.0, builtin_interfaces.msg.Time(sec=1697811384, nanosec=330789536), 
2.236045197255735, 0.22494422384505733, 0.0, builtin_interfaces.msg.Time(sec=1697811384, nanosec=381903046), 
2.236045197255735, 0.20108373884028255, 0.0, builtin_interfaces.msg.Time(sec=1697811384, nanosec=420717834), 
2.236045197255735, 0.19843131295871022, 0.0, builtin_interfaces.msg.Time(sec=1697811384, nanosec=470645131), 
2.236045197255735, 0.22396822589317836, 0.0, builtin_interfaces.msg.Time(sec=1697811384, nanosec=520880490), 
2.2360436453286767, 0.22494438076864026, -1.0271420675782016e-05, builtin_interfaces.msg.Time(sec=1697811384, nanosec=571244411), 
2.2350562138920504, 0.22280756192731363, -0.006683400940835558, builtin_interfaces.msg.Time(sec=1697811384, nanosec=620568167), 
2.2307336305916237, 0.24423654047081272, -0.030622284802923793, builtin_interfaces.msg.Time(sec=1697811384, nanosec=680731504), 
2.2250255032038257, 0.24513179172135605, -0.061998017115244775, builtin_interfaces.msg.Time(sec=1697811384, nanosec=730738496), 
2.2109613068248524, 0.3095093912623494, -0.09014912155507022, builtin_interfaces.msg.Time(sec=1697811384, nanosec=820720110), 
2.187485723001382, 0.41834103025092356, -0.12937754755360117, builtin_interfaces.msg.Time(sec=1697811384, nanosec=921981358), 
2.1547440184261735, 0.4523262108642584, -0.17771827343000138, builtin_interfaces.msg.Time(sec=1697811385, nanosec=30641199), 
2.125598294321429, 0.4436062911905553, -0.19755717300124612, builtin_interfaces.msg.Time(sec=1697811385, nanosec=130678501), 
2.100400291934524, 0.3992596283526743, -0.19039020274249885, builtin_interfaces.msg.Time(sec=1697811385, nanosec=220728598), 
2.070631307913758, 0.39390246978792853, -0.19232276823051678, builtin_interfaces.msg.Time(sec=1697811385, nanosec=320911532), 
2.040658797953823, 0.4097173229075516, -0.19836711669683113, builtin_interfaces.msg.Time(sec=1697811385, nanosec=421505584), 
2.00779864942277, 0.42131542654737497, -0.19958235602983201, builtin_interfaces.msg.Time(sec=1697811385, nanosec=530751013), 
1.980647774719008, 0.39463318347259246, -0.20082382095396642, builtin_interfaces.msg.Time(sec=1697811385, nanosec=620750088), 
1.9504426379490671, 0.37046653828032045, -0.20130340927888302, builtin_interfaces.msg.Time(sec=1697811385, nanosec=720690738), 
1.9206527592689038, 0.3852363657592771, -0.19941650538979663, builtin_interfaces.msg.Time(sec=1697811385, nanosec=821325837), 
1.88694942463198, 0.39677588440397327, -0.20114087148455692, builtin_interfaces.msg.Time(sec=1697811385, nanosec=930964463), 
1.8596614218831937, 0.3708289732902953, -0.20379572490934564, builtin_interfaces.msg.Time(sec=1697811386, nanosec=20732551), 
1.8288142529318574, 0.3470028831238678, -0.20417850132494322, builtin_interfaces.msg.Time(sec=1697811386, nanosec=120706468), 
1.798711620717899, 0.36041319321418214, -0.20279400178747928, builtin_interfaces.msg.Time(sec=1697811386, nanosec=221105523), 
1.7652966091166236, 0.3709297018448698, -0.20145549612569166, builtin_interfaces.msg.Time(sec=1697811386, nanosec=330829628), 
1.737754850831406, 0.34691617179478224, -0.20362016019100823, builtin_interfaces.msg.Time(sec=1697811386, nanosec=420740225), 
1.7072381178757885, 0.32439393665379057, -0.20372840679539875, builtin_interfaces.msg.Time(sec=1697811386, nanosec=520840578), 
1.6764898718217742, 0.3358482721058411, -0.20388157364914564, builtin_interfaces.msg.Time(sec=1697811386, nanosec=621068469), 
1.6428682512198054, 0.3448754622554586, -0.2044281976529627, builtin_interfaces.msg.Time(sec=1697811386, nanosec=730763353), 
1.615246054065688, 0.32250663512636246, -0.2045065367829547, builtin_interfaces.msg.Time(sec=1697811386, nanosec=820732560), 
1.5846781853739174, 0.304200491273568, -0.2022399595985734, builtin_interfaces.msg.Time(sec=1697811386, nanosec=922726929), 
1.5544446856503698, 0.31018244512933524, -0.2032087239725826, builtin_interfaces.msg.Time(sec=1697811387, nanosec=20278062), 
1.5209787700218682, 0.3150837702673226, -0.2050832991712619, builtin_interfaces.msg.Time(sec=1697811387, nanosec=129885488), 
1.4937659958532905, 0.2994520082975402, -0.20160873875865806, builtin_interfaces.msg.Time(sec=1697811387, nanosec=220745879), 
1.4641223954876954, 0.28093924593380837, -0.19764605134735083, builtin_interfaces.msg.Time(sec=1697811387, nanosec=321767838), 
1.4356773021991744, 0.28573206434177567, -0.19456389729726664, builtin_interfaces.msg.Time(sec=1697811387, nanosec=419768364), 
1.4058742192179037, 0.29102716257213634, -0.18788620466677827, builtin_interfaces.msg.Time(sec=1697811387, nanosec=528775804), 
1.3816092212018942, 0.27768503799227134, -0.17907121712315832, builtin_interfaces.msg.Time(sec=1697811387, nanosec=620755035), 
1.3548563368398148, 0.2615027305660313, -0.17620173809836218, builtin_interfaces.msg.Time(sec=1697811387, nanosec=721787213), 
1.3265297148591375, 0.27836676485058137, -0.175039310998602, builtin_interfaces.msg.Time(sec=1697811387, nanosec=830600892), 
1.302445108627883, 0.27013457984234046, -0.1682025756355406, builtin_interfaces.msg.Time(sec=1697811387, nanosec=929192944), 
1.2801210404127124, 0.24330572038016782, -0.16277917576820744, builtin_interfaces.msg.Time(sec=1697811388, nanosec=20665513), 
1.2553115323387332, 0.2404651698722113, -0.16397832095204667, builtin_interfaces.msg.Time(sec=1697811388, nanosec=120751106), 
1.2315516422615698, 0.24396368561728962, -0.16343619213574268, builtin_interfaces.msg.Time(sec=1697811388, nanosec=218760077), 
