acc_x, acc_y, angular_z, stamp, 
0.03633302450180054,0.009602367877960205,0.0008974011001704577,519804214,
0.05048263072967529,-0.006348609924316406,0.0047020401926092985,529679160,
0.20263957977294922,0.01373964548110962,0.014106502050561057,541294636,
0.3402838706970215,0.10581731796264648,0.05004030081654836,549675489,
0.7671907544136047,0.3004401922225952,0.09532448128050096,559775744,
1.1483774185180664,0.433257520198822,0.20717048771515098,579777408,
0.9526230692863464,0.06607949733734131,0.2483508719847147,589760010,
1.00308358669281,-0.08772259950637817,0.2101838259827257,600673118,
1.0414338111877441,-0.017365992069244385,0.24416460934356032,609871271,
1.0935611724853516,0.06281912326812744,0.20869808744461188,621371790,
0.7413772344589233,-0.182020902633667,0.30569285866358537,629759366,
0.6857077479362488,-0.5205861926078796,0.27180549281945715,639839117,
0.7023778557777405,-0.20485597848892212,0.22752303886290215,652725770,
0.3905237317085266,0.35520994663238525,0.4208014028564363,659870082,
0.3156322240829468,0.4680219292640686,0.3010508227297646,669875439,
0.42782753705978394,0.2942568063735962,0.3428367607496975,678956870,
0.5537511110305786,0.3008003234863281,0.36947113968965944,687918050,
0.5680834650993347,0.37020349502563477,0.25594713677375786,701754156,
0.6631232500076294,0.2969430685043335,0.5294022976766615,708901801,
0.5634126663208008,-0.05068159103393555,0.3700715943561768,719962717,
0.37705278396606445,-0.12961924076080322,0.32841110558831693,733401382,
0.6817384958267212,-0.028750836849212646,0.7060309186987129,739968551,
0.6322882175445557,0.01287168264389038,0.47051029289774665,750039269,
0.6414608955383301,-0.08158880472183228,0.4780786345576025,760182616,
0.49193376302719116,0.0173303484916687,0.5087958230483081,770173633,
0.48925644159317017,0.32877618074417114,0.48292886092298554,781271116,
0.4835517406463623,0.4641137719154358,0.6438300602622132,790050503,
0.3560401201248169,0.3184192180633545,0.5972927928487478,800122755,
0.4970570206642151,0.3495284914970398,0.6442139976578066,820141372,
0.7300657033920288,0.2581140398979187,0.6628747692629162,830162889,
0.4224761128425598,0.13973647356033325,0.6761352020327686,840185861,
0.35049736499786377,0.010037720203399658,0.6947861270923338,850192077,
0.6378281116485596,0.24399703741073608,0.6297552630004395,861426629,
0.3327651619911194,0.3124355673789978,0.8251141801318693,870161376,
0.4997557997703552,0.009596526622772217,0.732017035926891,880270396,
0.9224519729614258,0.3572115898132324,0.7614215015195676,900548844,
0.5934453010559082,0.13459992408752441,0.8106218841193874,910400020,
0.7798436284065247,0.40580570697784424,0.8158834352657858,920416306,
0.3017411231994629,0.4020457863807678,0.8445673125658821,930399618,
0.2783471345901489,0.20546841621398926,0.8006676122738895,941309685,
0.47911131381988525,0.2556570768356323,0.9954399257292214,950319935,
0.599236249923706,0.07118362188339233,0.8935838130177637,960373095,
0.30945926904678345,0.03264981508255005,0.672194957482736,973407091,
0.207757830619812,0.5012763738632202,1.2130504855806032,980380968,
0.24834191799163818,0.43691927194595337,0.8323750762960649,990358551,
0.6503714323043823,0.13286972045898438,0.8388048871868699,409627,
0.7535600662231445,0.04196542501449585,0.8767565991984951,10366570,
0.3361547589302063,-0.12738710641860962,0.766374580152122,21985868,
-0.05344122648239136,0.33826935291290283,1.051580428733783,30379274,
-0.1675143837928772,0.38839030265808105,0.855044793717023,40445689,
-0.3623988628387451,0.11251717805862427,0.6644010964411743,53145255,
0.03987771272659302,0.2998655438423157,1.1505317638548145,60422692,
0.30896395444869995,0.22555577754974365,0.8332565791224285,70414177,
-0.100594162940979,0.2768629193305969,0.7969138375530427,80835602,
-0.25900882482528687,0.4917239546775818,0.8460111537805536,90688691,
-0.6520451307296753,-0.12452644109725952,0.790296109705481,101345321,
-0.4992596507072449,0.08430427312850952,0.9317412128550698,110468601,
0.12121838331222534,0.21272361278533936,0.9043637165266565,119917400,
-0.3603751063346863,0.1229596734046936,0.8387841176995988,150509703,
-0.14480102062225342,0.34089183807373047,0.8559458911003459,160613589,
-0.2251267433166504,0.6852707862854004,0.8657346243019255,170585030,
0.3521450161933899,0.47967278957366943,0.8611650723007772,190658162,
-0.03397589921951294,0.29466331005096436,0.8876646282322433,200675961,
-0.05364036560058594,0.05048948526382446,0.7403826644486999,212904597,
-0.09378981590270996,0.2971231937408447,1.1356736925391362,220855528,
-0.3686230182647705,0.00679701566696167,0.896548966527876,230797925,
-0.10186302661895752,0.2837814688682556,0.9049316700303713,240674370,
0.026477515697479248,0.5093841552734375,0.8989395381682885,250651644,
0.12095147371292114,-0.24014657735824585,0.8270465334443331,261604424,
-0.19507956504821777,0.05667102336883545,1.0112005866126066,270653495,
-0.3940201997756958,0.2957264184951782,0.8993741639865195,280815065,
-0.02705514430999756,0.41840875148773193,0.7315384386925394,293352520,
0.27031803131103516,0.6487785577774048,1.2376944273082098,300722524,
0.19719642400741577,-0.3825732469558716,0.899405337114098,310759648,
-0.01289588212966919,0.05064678192138672,0.8957956453057839,320781026,
-0.23548883199691772,0.9416812062263489,0.8764998550046701,330827361,
0.25043612718582153,0.48972535133361816,0.845624791333784,351618920,
0.495524525642395,-0.2764620780944824,0.9624111388321153,361009955,
0.0737343430519104,-0.30091023445129395,0.7550253661871117,373171213,
-0.016733229160308838,0.5660114884376526,1.1678503929049036,380959556,
-0.4902266263961792,0.4502827525138855,0.9989983557565593,389912356,
-0.3884121775627136,0.1866127848625183,0.8047825862828468,400971279,
-0.29353684186935425,-0.03346824645996094,1.1098064423227085,408909557,
-0.13344132900238037,0.11821651458740234,0.7316013912831933,420764782,
0.38749396800994873,0.752754807472229,1.0387614002927479,428909280,
0.130590558052063,0.5129029154777527,0.6823585078559334,440969643,
-0.31126725673675537,0.1243370771408081,0.674819757379111,453170314,
-0.2539314031600952,-0.15605294704437256,1.0807546250682463,461014681,
-0.3491159677505493,-0.1852150559425354,0.8770162245915925,471015127,
0.08791649341583252,0.22755980491638184,0.8904252515976049,481072088,
0.6726818084716797,0.3605390191078186,0.8825904824627232,501341617,
-0.18157809972763062,0.16023892164230347,0.912361451838732,511044677,
0.2233070731163025,0.6468033194541931,0.8630803033916679,521130139,
-0.23368418216705322,0.7389661073684692,0.850930403809997,541118766,
-0.16029012203216553,0.12686681747436523,0.8523255026220726,551136997,
-0.37514984607696533,-0.12327349185943604,0.8652003502487949,561178604,
-0.0743514895439148,0.3725851774215698,0.8732591484217512,571199050,
-0.0629613995552063,0.10715430974960327,0.8456945744214072,581589146,
0.05684363842010498,0.3701722025871277,0.9257361890352218,591169970,
-0.222919762134552,0.29877227544784546,0.8919777609345704,601267950,
-0.17610031366348267,-0.09523063898086548,0.7412313079391503,613644027,
0.24966365098953247,0.6163682341575623,1.2096049571159286,621195965,
0.026133716106414795,0.17529863119125366,0.8828852437248548,631392721,
-0.14081090688705444,0.25112199783325195,0.9007322642543365,641269420,
-0.4877772331237793,0.5904440879821777,0.8833058737766336,651242840,
-0.35448241233825684,-0.05609095096588135,0.8409406060280677,661758704,
0.10440969467163086,0.22854435443878174,0.9221771242877576,671300497,
0.22676533460617065,0.19472545385360718,0.8699210041125262,681374571,
0.11803978681564331,-0.05220532417297363,0.7326049794193396,693459415,
-0.17858773469924927,0.9091241359710693,1.1247735981630635,701386760,
-0.3774293065071106,0.16176140308380127,0.8945926218091623,711484612,
0.23112857341766357,-0.04226958751678467,0.9165762140500072,721388309,
0.472190260887146,0.46458810567855835,0.8902864419039984,731433447,
0.13583862781524658,0.1946871280670166,0.880129709697059,741487111,
-0.2762172818183899,0.5961155891418457,0.8836353137454569,751378485,
-0.6849442720413208,0.10025691986083984,0.855009523037909,761476896,
-0.5697728991508484,-0.3725440502166748,0.7391437577005382,773132069,
0.32098591327667236,0.583748996257782,1.018676372016041,781504247,
0.6718615889549255,0.41382110118865967,0.7984281688398964,792283803,
-0.3457072973251343,0.17448031902313232,0.7398207893715508,804268952,
-0.6237381100654602,-0.36916112899780273,1.1338314460661112,812212551,
-0.2000058889389038,0.6803879737854004,0.9119609687711479,822188228,
0.42340415716171265,0.6601155996322632,0.9055184465230911,832125366,
0.24032217264175415,-0.2986908555030823,0.8779818440214039,842175044,
-0.21273845434188843,0.6415920257568359,0.780683471552552,853556320,
-0.32998204231262207,0.4802749752998352,1.0366007882833204,862157904,
0.06651663780212402,0.3067724108695984,0.8891533678778729,872145748,
-0.0566481351852417,0.6121719479560852,0.7398468521505078,884082644,
-0.004085898399353027,-0.0954621434211731,1.101397240498437,892105105,
-0.0413670539855957,0.27108997106552124,0.8919487077766621,902281117,
-0.24737459421157837,0.4392610192298889,0.9385529181692492,912114669,
-0.06518739461898804,-0.4566252827644348,0.9165777756630977,922156036,
0.38309788703918457,0.11014938354492188,0.8270467450743202,933200831,
-0.06285136938095093,0.38912761211395264,0.9881118531812828,942214800,
-0.2589975595474243,0.5275454521179199,0.8466399382842648,952450979,
-0.11934792995452881,0.7186297178268433,0.7280868017727046,964163745,
-0.01807647943496704,-0.2400914430618286,1.0611258136423416,972194078,
0.25732362270355225,0.22018951177597046,0.8614884621273726,982278882,
0.06278878450393677,0.5683414340019226,0.8952231159579601,992209561,
-0.6321742534637451,0.2730931043624878,0.8846613474592133,2291711,
-0.6040233969688416,0.22748643159866333,0.7931976760053525,13599098,
0.1577155590057373,-0.12578177452087402,1.0402328700742773,22240373,
0.5580800175666809,-0.11492043733596802,0.8919121693175237,32272228,
0.29057204723358154,0.7042018175125122,0.735193149744116,44184146,
-0.28156375885009766,0.3807194232940674,1.0494707278704032,52294441,
-0.4898907542228699,0.2500991225242615,0.8443044914423752,62293718,
-0.0006043314933776855,0.3603835701942444,0.8577847997814992,72235767,
0.5173049569129944,-0.17579394578933716,0.8645213925690656,82279959,
0.5772824883460999,0.27733397483825684,0.803013182000357,93127563,
-0.4243013858795166,0.4659390449523926,0.947703494165347,102243835,
-0.6181848645210266,0.11218917369842529,0.8537936905036535,112296942,
-0.21436697244644165,0.46254318952560425,0.7055764754486405,124369946,
-0.08771389722824097,0.036357223987579346,1.0474431446700383,132399099,
0.6123305559158325,0.4479069113731384,0.8437142000846709,142314961,
0.270499587059021,0.6610974669456482,0.8432943639285203,152249020,
-0.5259738564491272,-0.02465200424194336,0.8549730646209533,162276812,
-0.19041389226913452,0.2234209179878235,0.773045698871874,173586797,
-0.30930566787719727,0.16599881649017334,1.0038769555596836,182358928,
0.21245664358139038,-0.006305396556854248,0.8753721353514464,192590995,
0.09863680601119995,0.7276007533073425,0.735858509432121,204736602,
-0.20161283016204834,0.09720832109451294,1.1831029513518145,212268933,
-0.26110994815826416,0.29974883794784546,0.8854456949510507,222352363,
-0.21367031335830688,0.7344273328781128,0.8900529551207085,232299553,
0.22858178615570068,0.0430833101272583,0.8827242802884511,242308805,
0.015898287296295166,0.5818885564804077,0.7926975454297404,253502477,
-0.14755183458328247,0.37261736392974854,1.0147549242272444,262299728,
-0.4397292733192444,-0.2688078284263611,0.8978838103292469,272411023,
0.006357371807098389,0.27883630990982056,0.7343572170790851,284723339,
0.037529170513153076,-0.06809300184249878,1.1808155720461064,292332947,
0.15665948390960693,0.250149130821228,0.8927729591743924,302378551,
0.23972678184509277,0.7929871082305908,0.8924710880969103,312346054,
-0.2856372594833374,-0.3769681453704834,0.882853698226427,322381321,
0.14508581161499023,0.16803181171417236,0.8279478610364104,333150584,
-0.2985149025917053,0.4255361557006836,0.9615048026900705,342405914,
-0.4053225517272949,0.4433141350746155,0.888434033205296,352445257,
-0.25275593996047974,0.8934204578399658,0.6849011630242666,365435976,
-0.5724776983261108,-0.3940773606300354,1.2875885440787693,372414656,
0.20549213886260986,-0.012527823448181152,0.9076653356402019,382528480,
0.2958639860153198,1.0831619501113892,0.9175429132817924,392474817,
0.11107003688812256,0.39063966274261475,0.9051185033473536,402533635,
-0.15190303325653076,0.5484597086906433,0.8512442115566292,413208894,
-0.3511560559272766,0.04406172037124634,0.9796070300498335,422443413,
0.04673117399215698,-0.24978363513946533,0.9096457814265335,432481445,
0.5396610498428345,0.7478910088539124,0.7083739835741085,445219725,
0.4897574186325073,0.23757797479629517,1.184259351764755,452643124,
-0.3493325114250183,-0.17044681310653687,0.865693788077779,462686509,
-0.6849366426467896,0.07871478796005249,0.8870062470458551,472491698,
-0.5364001989364624,-0.29620635509490967,0.8805281591590123,482500391,
0.2152700424194336,0.6447505950927734,0.8033747733483729,493592608,
0.8176232576370239,0.5852766633033752,0.9976205963966361,502509480,
0.06429159641265869,0.039841651916503906,0.876454171100279,512759113,
-0.3238016963005066,0.38934147357940674,0.7322601558223365,525136205,
-0.40708690881729126,0.20870351791381836,1.219189297515216,532527057,
-0.37237364053726196,0.5705126523971558,0.8842313029174017,542575952,
0.33485472202301025,0.6546720862388611,0.8591603203773543,552592287,
-0.07771199941635132,-0.22826188802719116,0.8479622819855201,562533953,
-0.0041092634201049805,0.32995957136154175,0.7923690365170929,573175827,
-0.1864912509918213,0.47649770975112915,0.8998270590955221,582608097,
-0.09654706716537476,0.0026584863662719727,0.8615201883783441,592615363,
0.056453049182891846,0.3478511571884155,0.6801585064220022,605418631,
-0.5108647346496582,0.07140958309173584,1.2115468429808864,612619956,
-0.23335933685302734,0.06350630521774292,0.8625133986732514,622843269,
